TIMESTAMP;POSITION;SPEED;LOAD;POWER;TORQUEREF;SEQFREQ
2024-11-12 18:03:28.626406;249882326;1243.3;17.9;57;15;51.282051282051285
2024-11-12 18:03:28.671352;249931004;876.1;12.1;21;7;51.282051282051285
2024-11-12 18:03:28.716325;249959158;402.5;5.9;6;5;51.282051282051285
2024-11-12 18:03:28.761588;249973533;234.5;4.8;2;5;51.282051282051285
2024-11-12 18:03:28.806250;249981031;98.0;4.2;0;5;51.282051282051285
2024-11-12 18:03:28.851774;249979891;-58.2;5.0;-4;5;51.282051282051285
2024-11-12 18:03:28.896318;249965179;-424.0;5.3;-10;5;51.282051282051285
2024-11-12 18:03:28.941506;249929931;-1017.0;5.0;-26;7;51.282051282051285
2024-11-12 18:03:28.986262;249849225;-1777.0;8.8;-74;20;51.282051282051285
2024-11-12 18:03:29.031352;249756283;-1860.0;19.6;-93;20;51.282051282051285
2024-11-12 18:03:29.076374;249676363;-1582.8;19.2;-67;18;51.282051282051285
2024-11-12 18:03:29.121419;249613567;-1125.3;17.2;-34;15;51.282051282051285
2024-11-12 18:03:29.166264;249572440;-630.8;14.3;-11;12;51.282051282051285
2024-11-12 18:03:29.211573;249556122;-246.1;11.2;0;11;51.282051282051285
2024-11-12 18:03:29.256261;249552963;1.0;10.8;1;11;51.282051282051285
2024-11-12 18:03:29.301450;249553169;10.9;10.6;3;11;51.282051282051285
2024-11-12 18:03:29.346258;249555564;54.1;10.8;2;11;51.282051282051285
2024-11-12 18:03:29.391354;249556901;26.3;10.8;2;11;51.282051282051285
2024-11-12 18:03:29.436268;249558499;35.0;10.8;3;11;51.282051282051285
2024-11-12 18:03:29.481719;249562017;99.7;10.6;4;11;51.282051282051285
2024-11-12 18:03:29.526399;249568309;164.4;11.0;9;12;51.282051282051285
2024-11-12 18:03:29.571393;249579221;259.6;11.9;15;12;51.282051282051285
2024-11-12 18:03:29.616605;249598227;479.3;12.8;31;14;51.282051282051285
2024-11-12 18:03:29.662122;249635120;920.2;14.3;53;16;51.282051282051285
2024-11-12 18:03:29.706278;249694842;1278.4;16.8;84;20;51.282051282051285
2024-11-12 18:03:29.751519;249766769;1584.4;19.6;97;20;51.282051282051285
2024-11-12 18:03:29.796265;249842957;1555.4;20.1;90;20;51.282051282051285
2024-11-12 18:03:29.841430;249910962;1280.7;17.0;36;10;51.282051282051285
2024-11-12 18:03:29.886240;249956221;595.6;8.8;10;5;51.282051282051285
2024-11-12 18:03:29.931308;249975759;262.2;4.6;2;5;51.282051282051285
2024-11-12 18:03:29.976440;249981477;37.0;5.3;0;5;51.282051282051285
2024-11-12 18:03:30.021457;249976028;-264.9;4.6;-5;5;51.282051282051285
2024-11-12 18:03:30.066278;249952281;-556.2;5.0;-13;5;51.282051282051285
2024-11-12 18:03:30.111639;249908738;-1099.2;6.6;-34;11;51.282051282051285
2024-11-12 18:03:30.156710;249834587;-1689.0;11.9;-72;20;51.282051282051285
2024-11-12 18:03:30.201938;249749698;-1612.8;20.1;-72;20;51.282051282051285
2024-11-12 18:03:30.246361;249681236;-1162.5;19.6;-52;19;51.282051282051285
2024-11-12 18:03:30.291345;249634959;-874.4;17.9;-31;16;51.282051282051285
2024-11-12 18:03:30.337180;249602541;-582.9;15.0;-13;14;51.282051282051285
2024-11-12 18:03:30.381342;249584287;-281.9;13.4;-3;13;51.282051282051285
2024-11-12 18:03:30.426430;249575676;-123.6;12.3;1;12;51.282051282051285
2024-11-12 18:03:30.471465;249574289;0.7;11.9;2;12;51.282051282051285
2024-11-12 18:03:30.516305;249574423;3.7;11.9;2;12;51.282051282051285
2024-11-12 18:03:30.561746;249575283;20.5;11.9;3;12;51.282051282051285
2024-11-12 18:03:30.606311;249578485;91.6;12.1;10;12;51.282051282051285
2024-11-12 18:03:30.651498;249588917;258.2;11.7;15;13;51.282051282051285
2024-11-12 18:03:30.697038;249607008;440.6;13.0;24;14;51.282051282051285
2024-11-12 18:03:30.741371;249635486;715.0;14.6;45;16;51.282051282051285
2024-11-12 18:03:30.786317;249684839;1071.9;16.3;70;19;51.282051282051285
2024-11-12 18:03:30.831610;249744952;1329.9;19.0;83;20;51.282051282051285
2024-11-12 18:03:30.876451;249811048;1393.7;19.6;86;20;51.282051282051285
2024-11-12 18:03:30.921610;249876507;1309.0;19.0;60;16;51.282051282051285
2024-11-12 18:03:30.966341;249932930;925.6;14.6;22;7;51.282051282051285
2024-11-12 18:03:31.011370;249964531;482.3;5.9;7;5;51.282051282051285
2024-11-12 18:03:31.056321;249981246;258.8;4.6;1;5;51.282051282051285
2024-11-12 18:03:31.101649;249984358;-5.2;5.5;-1;5;55.55555555555555
2024-11-12 18:03:31.146348;249977443;-239.2;4.8;-6;5;55.55555555555555
2024-11-12 18:03:31.191508;249955343;-586.4;5.3;-18;5;55.55555555555555
2024-11-12 18:03:31.236326;249899397;-1482.4;5.7;-43;12;55.55555555555555
2024-11-12 18:03:31.281368;249801986;-2186.5;13.4;-95;20;55.55555555555555
2024-11-12 18:03:31.326454;249693070;-1847.2;19.9;-71;19;55.55555555555555
2024-11-12 18:03:31.371371;249631614;-1066.5;18.3;-32;16;55.55555555555555
2024-11-12 18:03:31.416295;249599489;-514.2;15.0;-4;14;55.55555555555555
2024-11-12 18:03:31.461390;249591600;-28.7;13.7;2;13;55.55555555555555
2024-11-12 18:03:31.506340;249591604;0.1;12.8;2;13;55.55555555555555
2024-11-12 18:03:31.551724;249591685;2.6;12.8;3;13;55.55555555555555
2024-11-12 18:03:31.596319;249593705;71.9;13.0;4;13;55.55555555555555
2024-11-12 18:03:31.641370;249596520;30.9;12.8;3;13;55.55555555555555
2024-11-12 18:03:31.686315;249598666;52.0;13.4;6;14;55.55555555555555
2024-11-12 18:03:31.731371;249603219;113.6;13.7;10;14;55.55555555555555
2024-11-12 18:03:31.776433;249612463;227.5;13.4;16;14;55.55555555555555
2024-11-12 18:03:31.821493;249629294;441.1;13.9;31;16;55.55555555555555
2024-11-12 18:03:31.866331;249662448;751.4;16.5;53;18;55.55555555555555
2024-11-12 18:03:31.911500;249709457;1090.8;18.3;74;20;55.55555555555555
2024-11-12 18:03:31.956323;249769245;1310.2;19.9;83;20;55.55555555555555
2024-11-12 18:03:32.001511;249833532;1333.3;19.9;79;20;55.55555555555555
2024-11-12 18:03:32.046301;249898913;1177.9;17.9;43;12;55.55555555555555
2024-11-12 18:03:32.091371;249941147;684.2;9.2;11;5;55.55555555555555
2024-11-12 18:03:32.136675;249960535;234.1;4.8;2;5;55.55555555555555
2024-11-12 18:03:32.181364;249968208;108.5;4.2;0;5;55.55555555555555
2024-11-12 18:03:32.226513;249966630;-76.6;4.8;-3;5;53.33333333333333
2024-11-12 18:03:32.271616;249953444;-334.9;5.0;-9;5;53.33333333333333
2024-11-12 18:03:32.316339;249921910;-889.6;5.7;-24;8;53.33333333333333
2024-11-12 18:03:32.361380;249857940;-1579.3;10.6;-68;18;53.33333333333333
2024-11-12 18:03:32.406334;249766500;-1702.7;18.3;-81;20;53.33333333333333
2024-11-12 18:03:32.451466;249693843;-1390.5;20.1;-63;20;53.33333333333333
2024-11-12 18:03:32.496400;249640445;-996.2;19.0;-40;16;53.33333333333333
2024-11-12 18:03:32.541440;249600856;-763.7;15.2;-19;14;53.33333333333333
2024-11-12 18:03:32.586312;249573741;-398.5;13.4;-6;12;53.33333333333333
2024-11-12 18:03:32.631372;249563555;-147.3;11.5;1;11;53.33333333333333
2024-11-12 18:03:32.676404;249562066;1.7;10.8;1;11;53.33333333333333
2024-11-12 18:03:32.721381;249562646;27.9;10.8;2;11;53.33333333333333
2024-11-12 18:03:32.766332;249563693;11.3;10.8;1;11;53.33333333333333
2024-11-12 18:03:32.811390;249563831;0.9;10.8;1;11;53.33333333333333
2024-11-12 18:03:32.856434;249563790;-1.2;10.8;1;11;95.23809523809523
2024-11-12 18:03:32.901569;249563771;0.3;10.8;1;11;95.23809523809523
2024-11-12 18:03:32.946340;249563870;3.0;10.6;4;11;95.23809523809523
2024-11-12 18:03:32.991666;249568852;180.4;10.6;13;12;95.23809523809523
2024-11-12 18:03:33.036326;249588187;619.1;12.6;36;13;95.23809523809523
2024-11-12 18:03:33.081381;249631647;1033.9;13.7;55;16;95.23809523809523
2024-11-12 18:03:33.126439;249693937;1276.9;16.8;77;20;95.23809523809523
2024-11-12 18:03:33.171400;249760238;1439.3;19.2;86;20;95.23809523809523
2024-11-12 18:03:33.216822;249828826;1435.3;19.6;85;20;95.23809523809523
2024-11-12 18:03:33.261449;249893640;1258.1;18.3;44;13;95.23809523809523
2024-11-12 18:03:33.306291;249941758;701.5;11.2;13;5;95.23809523809523
2024-11-12 18:03:33.351490;249964279;304.3;5.3;4;5;95.23809523809523
2024-11-12 18:03:33.396355;249974662;161.8;3.9;0;5;95.23809523809523
2024-11-12 18:03:33.441486;249973901;-80.8;5.0;-3;5;102.56410256410257
2024-11-12 18:03:33.486348;249958732;-382.1;5.0;-9;5;102.56410256410257
2024-11-12 18:03:33.531391;249925190;-866.9;5.9;-26;8;102.56410256410257
2024-11-12 18:03:33.577023;249857121;-1652.4;8.8;-63;18;102.56410256410257
2024-11-12 18:03:33.621626;249760569;-2034.7;18.1;-106;20;102.56410256410257
2024-11-12 18:03:33.666854;249657199;-1886.6;19.2;-84;17;102.56410256410257
2024-11-12 18:03:33.711410;249579130;-1516.3;15.7;-47;12;102.56410256410257
2024-11-12 18:03:33.756291;249522346;-1038.6;10.6;-16;9;102.56410256410257
2024-11-12 18:03:33.801478;249493757;-411.6;8.1;-4;7;102.56410256410257
2024-11-12 18:03:33.846298;249481500;-161.3;7.3;0;6;102.56410256410257
2024-11-12 18:03:33.891397;249481008;-0.4;5.9;0;6;102.56410256410257
2024-11-12 18:03:33.936874;249481079;1.6;5.9;0;6;102.56410256410257
2024-11-12 18:03:33.981509;249481051;-1.0;5.9;0;6;111.1111111111111
2024-11-12 18:03:34.026393;249481076;1.5;5.9;0;6;111.1111111111111
2024-11-12 18:03:34.071773;249482831;76.8;5.9;3;6;111.1111111111111
2024-11-12 18:03:34.116377;249493837;326.5;6.4;13;7;111.1111111111111
2024-11-12 18:03:34.161399;249523661;773.2;7.7;24;9;111.1111111111111
2024-11-12 18:03:34.206290;249572636;1003.9;9.5;36;12;111.1111111111111
2024-11-12 18:03:34.251479;249626737;1220.6;12.8;55;15;111.1111111111111
2024-11-12 18:03:34.296290;249691208;1408.8;16.3;76;19;111.1111111111111
2024-11-12 18:03:34.341568;249764537;1629.2;19.0;100;20;111.1111111111111
2024-11-12 18:03:34.386309;249850426;1620.7;19.6;90;20;111.1111111111111
2024-11-12 18:03:34.431388;249919080;1316.4;18.8;41;9;111.1111111111111
2024-11-12 18:03:34.476428;249962081;625.6;7.9;12;5;111.1111111111111
2024-11-12 18:03:34.521399;249983638;256.5;4.6;2;5;111.1111111111111
2024-11-12 18:03:34.566415;249988547;-5.8;5.3;-1;5;102.56410256410257
2024-11-12 18:03:34.611680;249983214;-181.8;4.6;-3;5;102.56410256410257
2024-11-12 18:03:34.656549;249968638;-337.6;4.8;-7;5;102.56410256410257
2024-11-12 18:03:34.701807;249942745;-687.4;4.8;-16;5;102.56410256410257
2024-11-12 18:03:34.746306;249884921;-1360.8;6.8;-52;14;102.56410256410257
2024-11-12 18:03:34.791344;249796053;-1997.4;13.9;-99;20;102.56410256410257
2024-11-12 18:03:34.836300;249691581;-2133.7;19.6;-111;19;102.56410256410257
2024-11-12 18:03:34.881351;249595525;-1932.1;17.2;-72;13;102.56410256410257
2024-11-12 18:03:34.926802;249507383;-1551.4;12.1;-28;8;102.56410256410257
2024-11-12 18:03:34.971494;249459267;-762.5;7.0;-4;5;102.56410256410257
2024-11-12 18:03:35.016315;249446128;-130.6;4.4;0;5;102.56410256410257
2024-11-12 18:03:35.061364;249444676;36.8;4.8;1;5;102.56410256410257
2024-11-12 18:03:35.106362;249450439;167.9;4.8;4;5;102.56410256410257
2024-11-12 18:03:35.151519;249461486;220.4;5.0;2;5;102.56410256410257
2024-11-12 18:03:35.196430;249468777;123.0;5.5;2;6;102.56410256410257
2024-11-12 18:03:35.245316;249473257;58.7;5.9;4;6;102.56410256410257
2024-11-12 18:03:35.291815;249481424;168.0;6.1;2;6;102.56410256410257
2024-11-12 18:03:35.337338;249487371;93.7;6.6;5;7;102.56410256410257
2024-11-12 18:03:35.381564;249498457;305.2;6.8;8;7;102.56410256410257
2024-11-12 18:03:35.427031;249519643;461.6;7.5;16;9;102.56410256410257
2024-11-12 18:03:35.471815;249551133;759.4;9.2;27;11;102.56410256410257
2024-11-12 18:03:35.516351;249594573;980.4;11.7;42;13;102.56410256410257
2024-11-12 18:03:35.561386;249649223;1229.3;14.1;67;17;102.56410256410257
2024-11-12 18:03:35.606338;249721031;1452.3;17.2;83;20;102.56410256410257
2024-11-12 18:03:35.651524;249790423;1461.9;19.6;89;20;102.56410256410257
2024-11-12 18:03:35.696582;249859137;1405.5;19.2;72;18;102.56410256410257
2024-11-12 18:03:35.741528;249916275;1040.8;15.7;29;9;102.56410256410257
2024-11-12 18:03:35.786351;249955982;550.8;8.4;9;5;102.56410256410257
2024-11-12 18:03:35.831404;249975721;298.0;4.4;2;5;102.56410256410257
2024-11-12 18:03:35.876491;249982638;79.3;4.8;0;5;102.56410256410257
2024-11-12 18:03:35.921946;249980768;-109.8;4.8;-3;5;44.28044280442804
2024-11-12 18:03:35.966361;249966543;-339.1;5.0;-8;5;44.28044280442804
2024-11-12 18:03:36.011411;249937094;-788.1;5.3;-22;6;44.28044280442804
2024-11-12 18:03:36.056367;249870046;-1678.3;9.0;-58;17;44.28044280442804
2024-11-12 18:03:36.101545;249768682;-2163.4;17.6;-110;20;44.28044280442804
2024-11-12 18:03:36.146362;249659438;-1970.9;19.2;-86;17;44.28044280442804
2024-11-12 18:03:36.191526;249580695;-1527.4;15.9;-50;13;44.28044280442804
2024-11-12 18:03:36.236329;249523241;-1066.2;12.6;-21;9;44.28044280442804
2024-11-12 18:03:36.281404;249489456;-532.1;7.9;-2;7;44.28044280442804
2024-11-12 18:03:36.326504;249479834;-24.9;6.4;0;6;44.28044280442804
2024-11-12 18:03:36.371419;249480172;14.1;5.9;3;6;44.28044280442804
2024-11-12 18:03:36.416369;249486244;162.4;6.4;4;7;44.28044280442804
2024-11-12 18:03:36.461407;249494716;179.5;7.0;3;7;44.28044280442804
2024-11-12 18:03:36.506470;249502613;127.6;7.3;1;8;44.28044280442804
2024-11-12 18:03:36.551784;249505100;21.3;7.9;1;8;44.28044280442804
2024-11-12 18:03:36.596666;249505097;-0.9;7.9;1;8;88.88888888888889
2024-11-12 18:03:36.641453;249504984;-5.1;8.1;0;8;88.88888888888889
2024-11-12 18:03:36.686366;249503146;-48.4;7.7;1;8;88.88888888888889
2024-11-12 18:03:36.731414;249502830;4.4;7.5;3;8;88.88888888888889
2024-11-12 18:03:36.776439;249509381;243.4;8.1;15;8;88.88888888888889
2024-11-12 18:03:36.821542;249538793;774.7;8.4;28;10;88.88888888888889
2024-11-12 18:03:36.866363;249592756;1189.9;10.8;50;13;88.88888888888889
2024-11-12 18:03:36.911573;249658235;1419.6;14.1;68;17;88.88888888888889
2024-11-12 18:03:36.956902;249730555;1570.5;17.4;85;20;88.88888888888889
2024-11-12 18:03:37.001881;249804880;1546.1;19.4;88;20;88.88888888888889
2024-11-12 18:03:37.046345;249880128;1367.2;18.8;58;15;88.88888888888889
2024-11-12 18:03:37.091443;249931510;893.9;12.3;21;7;88.88888888888889
2024-11-12 18:03:37.136363;249959492;405.7;6.1;6;5;88.88888888888889
2024-11-12 18:03:37.181427;249974005;201.0;4.6;0;5;88.88888888888889
2024-11-12 18:03:37.226593;249974327;-61.3;5.0;-4;5;95.23809523809523
2024-11-12 18:03:37.271553;249959769;-395.3;5.3;-9;5;95.23809523809523
2024-11-12 18:03:37.316387;249927516;-830.8;6.4;-28;8;95.23809523809523
2024-11-12 18:03:37.361637;249857088;-1887.3;9.2;-87;18;95.23809523809523
2024-11-12 18:03:37.406381;249733496;-2457.1;17.6;-122;20;95.23809523809523
2024-11-12 18:03:37.451554;249621342;-2199.9;19.4;-91;15;95.23809523809523
2024-11-12 18:03:37.496381;249534236;-1676.5;12.8;-41;10;95.23809523809523
2024-11-12 18:03:37.541430;249477506;-890.6;9.0;-7;6;95.23809523809523
2024-11-12 18:03:37.586369;249455744;-235.7;5.7;0;5;95.23809523809523
2024-11-12 18:03:37.631674;249454457;3.9;4.8;1;5;95.23809523809523
2024-11-12 18:03:37.676451;249458443;121.2;4.6;1;5;95.23809523809523
2024-11-12 18:03:37.721426;249464875;195.5;4.8;3;5;95.23809523809523
2024-11-12 18:03:37.766747;249475038;173.6;5.3;2;6;95.23809523809523
2024-11-12 18:03:37.811419;249482184;142.4;6.4;2;6;95.23809523809523
2024-11-12 18:03:37.856373;249487793;77.7;6.1;2;7;95.23809523809523
2024-11-12 18:03:37.901691;249490660;26.0;6.8;0;7;95.23809523809523
2024-11-12 18:03:37.946371;249490710;0.6;6.8;0;7;95.23809523809523
2024-11-12 18:03:37.991674;249490914;9.3;6.6;2;7;95.23809523809523
2024-11-12 18:03:38.036376;249496355;194.9;6.8;9;7;95.23809523809523
2024-11-12 18:03:38.081415;249516119;517.0;7.0;18;9;95.23809523809523
2024-11-12 18:03:38.126447;249550956;902.6;9.5;35;11;95.23809523809523
2024-11-12 18:03:38.171432;249610027;1260.8;11.9;54;14;95.23809523809523
2024-11-12 18:03:38.216385;249678444;1491.2;15.2;74;19;95.23809523809523
2024-11-12 18:03:38.261497;249751838;1575.0;18.8;91;20;95.23809523809523
2024-11-12 18:03:38.306477;249830796;1469.8;19.6;83;20;95.23809523809523
2024-11-12 18:03:38.351506;249894240;1235.5;18.3;50;13;95.23809523809523
2024-11-12 18:03:38.396880;249938883;762.0;11.2;17;6;95.23809523809523
2024-11-12 18:03:38.441420;249963820;322.0;5.9;4;5;95.23809523809523
2024-11-12 18:03:38.486997;249974033;91.2;4.8;0;5;95.23809523809523
2024-11-12 18:03:38.531555;249968630;-237.2;4.6;-6;5;45.97701149425288
2024-11-12 18:03:38.576879;249943962;-638.4;5.3;-18;5;45.97701149425288
2024-11-12 18:03:38.621667;249886436;-1613.4;6.6;-61;14;45.97701149425288
2024-11-12 18:03:38.666385;249774194;-2286.8;14.3;-111;20;45.97701149425288
2024-11-12 18:03:38.711517;249661909;-2280.4;19.6;-106;18;45.97701149425288
2024-11-12 18:03:38.756388;249566361;-1862.9;16.1;-60;12;45.97701149425288
2024-11-12 18:03:38.801506;249497947;-1200.9;10.8;-18;7;45.97701149425288
2024-11-12 18:03:38.846338;249457324;-602.7;5.9;-3;5;45.97701149425288
2024-11-12 18:03:38.891437;249444649;-140.7;5.0;0;5;45.97701149425288
2024-11-12 18:03:38.936416;249444020;2.6;4.6;1;5;45.97701149425288
2024-11-12 18:03:38.981503;249447270;116.1;5.5;4;5;45.97701149425288
2024-11-12 18:03:39.026464;249457497;198.4;4.4;2;5;45.97701149425288
2024-11-12 18:03:39.071442;249465014;171.6;4.6;2;5;45.97701149425288
2024-11-12 18:03:39.116348;249471525;125.6;4.8;1;6;45.97701149425288
2024-11-12 18:03:39.161432;249474347;87.4;6.4;2;6;45.97701149425288
2024-11-12 18:03:39.206828;249477760;3.3;5.9;0;6;45.97701149425288
2024-11-12 18:03:39.251642;249477800;-0.4;5.9;0;6;83.33333333333333
2024-11-12 18:03:39.296314;249478364;27.3;5.5;3;6;83.33333333333333
2024-11-12 18:03:39.341681;249488712;344.1;6.1;10;7;83.33333333333333
2024-11-12 18:03:39.386752;249513330;639.1;6.8;19;8;83.33333333333333
2024-11-12 18:03:39.431435;249557851;988.0;9.2;36;11;83.33333333333333
2024-11-12 18:03:39.476485;249617259;1328.7;12.6;56;15;83.33333333333333
2024-11-12 18:03:39.521490;249686751;1543.5;16.3;83;19;83.33333333333333
2024-11-12 18:03:39.566335;249767757;1561.5;19.0;88;20;83.33333333333333
2024-11-12 18:03:39.611809;249838439;1442.2;19.6;82;20;83.33333333333333
2024-11-12 18:03:39.656614;249900499;1208.9;16.8;48;12;83.33333333333333
2024-11-12 18:03:39.701544;249944365;689.5;10.6;11;5;83.33333333333333
2024-11-12 18:03:39.746342;249967335;270.9;4.8;2;5;83.33333333333333
2024-11-12 18:03:39.791437;249974557;36.3;5.3;-1;5;83.33333333333333
2024-11-12 18:03:39.837038;249965401;-344.8;5.3;-8;5;102.56410256410257
2024-11-12 18:03:39.881401;249936148;-834.6;5.7;-26;6;102.56410256410257
2024-11-12 18:03:39.927048;249868727;-1834.5;7.5;-71;17;102.56410256410257
2024-11-12 18:03:39.971423;249744489;-2513.2;16.8;-125;20;102.56410256410257
2024-11-12 18:03:40.016348;249625089;-2378.4;18.5;-101;15;102.56410256410257
2024-11-12 18:03:40.061647;249529120;-1795.2;12.6;-37;9;102.56410256410257
2024-11-12 18:03:40.106414;249468505;-921.2;8.4;-8;6;102.56410256410257
2024-11-12 18:03:40.151534;249446151;-227.1;5.5;0;5;102.56410256410257
2024-11-12 18:03:40.196331;249443958;3.9;4.8;0;5;102.56410256410257
2024-11-12 18:03:40.241401;249445821;79.6;4.4;3;5;102.56410256410257
2024-11-12 18:03:40.286781;249455195;228.5;5.0;3;5;102.56410256410257
2024-11-12 18:03:40.331543;249464581;169.5;4.6;1;5;102.56410256410257
2024-11-12 18:03:40.376520;249470359;131.7;5.0;1;6;102.56410256410257
2024-11-12 18:03:40.421933;249473686;69.2;6.1;3;6;102.56410256410257
2024-11-12 18:03:40.466803;249478477;56.4;5.5;1;6;102.56410256410257
2024-11-12 18:03:40.511688;249480351;60.2;6.1;2;6;102.56410256410257
2024-11-12 18:03:40.556387;249484114;53.3;6.1;0;7;102.56410256410257
2024-11-12 18:03:40.601564;249484847;44.5;6.1;5;7;102.56410256410257
2024-11-12 18:03:40.646390;249496795;345.8;6.8;11;7;102.56410256410257
2024-11-12 18:03:40.691893;249523988;669.8;7.5;21;9;102.56410256410257
2024-11-12 18:03:40.736413;249565857;976.2;9.9;37;12;102.56410256410257
2024-11-12 18:03:40.781527;249622698;1308.1;12.6;59;15;102.56410256410257
2024-11-12 18:03:40.826674;249690703;1507.7;15.7;83;19;102.56410256410257
2024-11-12 18:03:40.871520;249773559;1635.4;19.2;97;20;102.56410256410257
2024-11-12 18:03:40.916413;249850084;1554.8;19.6;87;20;102.56410256410257
2024-11-12 18:03:40.961598;249916729;1256.3;16.1;35;9;102.56410256410257
2024-11-12 18:03:41.006812;249964071;655.9;7.7;11;5;102.56410256410257
2024-11-12 18:03:41.051649;249986395;334.0;4.8;2;5;102.56410256410257
2024-11-12 18:03:41.096392;249993408;59.7;5.0;0;5;102.56410256410257
2024-11-12 18:03:41.141652;249987191;-277.6;4.8;-6;5;45.97701149425288
2024-11-12 18:03:41.186417;249966504;-563.0;5.5;-15;5;45.97701149425288
2024-11-12 18:03:41.231458;249914487;-1294.7;5.7;-38;10;45.97701149425288
2024-11-12 18:03:41.276539;249824768;-2047.1;11.9;-88;20;45.97701149425288
2024-11-12 18:03:41.321457;249715524;-2239.8;20.1;-123;20;45.97701149425288
2024-11-12 18:03:41.366557;249602270;-2106.5;18.8;-80;14;45.97701149425288
2024-11-12 18:03:41.411704;249518750;-1558.9;12.8;-31;9;45.97701149425288
2024-11-12 18:03:41.456409;249471080;-806.9;7.9;-8;6;45.97701149425288
2024-11-12 18:03:41.501579;249451939;-221.1;5.5;0;5;45.97701149425288
2024-11-12 18:03:41.546412;249447493;-26.9;5.0;0;5;45.97701149425288
2024-11-12 18:03:41.591447;249447982;23.9;4.8;3;5;45.97701149425288
2024-11-12 18:03:41.636382;249456295;219.6;4.8;4;5;45.97701149425288
2024-11-12 18:03:41.681603;249469964;286.6;5.0;4;6;45.97701149425288
2024-11-12 18:03:41.726485;249482005;238.5;5.9;3;6;45.97701149425288
2024-11-12 18:03:41.771625;249491360;152.1;5.7;2;7;45.97701149425288
2024-11-12 18:03:41.816409;249497645;165.2;6.6;2;7;45.97701149425288
2024-11-12 18:03:41.861458;249502874;124.5;7.0;2;8;45.97701149425288
2024-11-12 18:03:41.906406;249508571;173.8;7.9;6;8;45.97701149425288
2024-11-12 18:03:41.951596;249522364;316.9;7.9;13;9;45.97701149425288
2024-11-12 18:03:41.996411;249548268;658.5;9.7;27;11;45.97701149425288
2024-11-12 18:03:42.041461;249591144;1040.7;11.5;48;13;45.97701149425288
2024-11-12 18:03:42.086389;249650439;1352.2;14.3;69;17;45.97701149425288
2024-11-12 18:03:42.131706;249724861;1438.1;17.0;77;20;45.97701149425288
2024-11-12 18:03:42.176898;249790129;1361.1;19.4;79;20;45.97701149425288
2024-11-12 18:03:42.221452;249851459;1234.0;19.4;67;19;45.97701149425288
2024-11-12 18:03:42.266415;249904519;1004.1;16.3;34;11;45.97701149425288
2024-11-12 18:03:42.311557;249944827;596.4;9.0;12;5;45.97701149425288
2024-11-12 18:03:42.356409;249965813;297.9;5.0;3;5;45.97701149425288
2024-11-12 18:03:42.401609;249975891;151.3;4.2;0;5;45.97701149425288
2024-11-12 18:03:42.446539;249975878;-66.1;4.8;-4;5;45.97701149425288
2024-11-12 18:03:42.491715;249959998;-425.2;5.5;-13;5;45.97701149425288
2024-11-12 18:03:42.536427;249916706;-1165.1;5.7;-37;9;45.97701149425288
2024-11-12 18:03:42.581493;249826250;-2240.0;10.8;-102;20;45.97701149425288
2024-11-12 18:03:42.626509;249706968;-2420.3;19.9;-119;20;45.97701149425288
2024-11-12 18:03:42.671461;249595911;-1918.8;19.2;-66;13;45.97701149425288
2024-11-12 18:03:42.716448;249525801;-1325.3;11.0;-26;9;45.97701149425288
2024-11-12 18:03:42.761534;249484156;-595.3;8.6;-3;7;45.97701149425288
2024-11-12 18:03:42.806402;249472932;-101.5;6.1;0;6;45.97701149425288
2024-11-12 18:03:42.851796;249471206;3.3;5.7;1;6;45.97701149425288
2024-11-12 18:03:42.896420;249472836;61.3;5.5;3;6;45.97701149425288
2024-11-12 18:03:42.941476;249481381;246.1;5.9;4;6;45.97701149425288
2024-11-12 18:03:42.986443;249493152;224.2;6.8;2;7;45.97701149425288
2024-11-12 18:03:43.031469;249498392;9.0;6.8;0;7;45.97701149425288
2024-11-12 18:03:43.076580;249498397;-0.5;6.8;0;7;95.23809523809523
2024-11-12 18:03:43.121561;249498367;-0.2;6.8;0;7;95.23809523809523
2024-11-12 18:03:43.166408;249498398;0.0;6.8;0;7;95.23809523809523
2024-11-12 18:03:43.211479;249498534;5.5;6.8;3;7;95.23809523809523
2024-11-12 18:03:43.256416;249505158;222.2;7.5;8;8;95.23809523809523
2024-11-12 18:03:43.301552;249523322;498.3;8.1;19;9;95.23809523809523
2024-11-12 18:03:43.346431;249557350;845.6;9.5;32;11;95.23809523809523
2024-11-12 18:03:43.391471;249612912;1193.4;12.3;55;15;95.23809523809523
2024-11-12 18:03:43.436483;249680428;1514.5;16.1;81;19;95.23809523809523
2024-11-12 18:03:43.481714;249756552;1610.6;18.8;93;20;95.23809523809523
2024-11-12 18:03:43.526508;249831186;1534.1;19.9;87;20;95.23809523809523
2024-11-12 18:03:43.571502;249902596;1232.6;18.1;42;11;95.23809523809523
2024-11-12 18:03:43.616425;249944066;654.9;8.8;13;5;95.23809523809523
2024-11-12 18:03:43.661500;249966240;280.0;5.0;2;5;95.23809523809523
2024-11-12 18:03:43.706431;249973261;31.9;5.3;0;5;95.23809523809523
2024-11-12 18:03:43.751782;249967551;-234.6;5.3;-5;5;88.88888888888889
2024-11-12 18:03:43.796428;249947769;-516.8;5.5;-15;5;88.88888888888889
2024-11-12 18:03:43.841558;249900329;-1351.6;6.6;-50;12;88.88888888888889
2024-11-12 18:03:43.886429;249809820;-2159.1;12.6;-104;20;88.88888888888889
