TIMESTAMP;PULL_CADENCE;MAX_POWER;MAX_SPEED;MAX_TORQUE
2025-01-09_06:34:29.624;51.28;125;890.6;20.0
2025-01-09_06:34:30.824;50.00;123;893.8;20.0
2025-01-09_06:34:31.994;51.28;131;945.2;20.0
2025-01-09_06:34:33.164;51.28;122;866.8;20.0
2025-01-09_06:34:34.304;52.63;130;933.2;20.0
2025-01-09_06:34:35.504;50.00;127;907.5;20.0
2025-01-09_06:34:36.644;52.63;124;905.8;20.0
2025-01-09_06:34:37.784;52.63;127;905.5;20.0
2025-01-09_06:34:38.924;52.63;127;911.2;20.0
2025-01-09_06:34:40.064;52.63;126;926.3;20.0
2025-01-09_06:34:41.234;51.28;127;903.6;20.0
2025-01-09_06:34:42.374;52.63;135;964.3;20.0
2025-01-09_06:34:43.549;51.06;129;941.1;20.0
2025-01-09_06:34:44.749;50.00;127;917.3;20.0
2025-01-09_06:34:45.949;50.00;135;976.0;20.0
2025-01-09_06:34:47.149;50.00;130;930.9;20.0
2025-01-09_06:34:48.289;52.63;128;918.7;20.0
2025-01-09_06:34:49.459;51.28;131;932.7;20.0
2025-01-09_06:34:50.629;51.28;134;954.0;20.0
2025-01-09_06:34:51.829;50.00;133;959.8;20.0
2025-01-09_06:34:52.999;51.28;133;959.6;20.0
2025-01-09_06:34:54.169;51.28;130;964.6;20.0
2025-01-09_06:34:55.369;50.00;128;915.5;20.0
2025-01-09_06:34:56.569;50.00;131;944.9;20.0
2025-01-09_06:34:57.709;52.63;133;960.5;20.0
2025-01-09_06:34:58.909;50.00;135;972.6;20.0
2025-01-09_06:35:00.139;48.78;134;969.9;20.0
2025-01-09_06:35:01.344;49.79;132;957.5;20.0
2025-01-09_06:35:02.514;51.28;133;962.8;20.0
2025-01-09_06:35:03.714;50.00;130;932.3;20.0
2025-01-09_06:35:04.884;51.28;135;968.1;20.0
2025-01-09_06:35:06.114;48.78;126;912.6;20.0
2025-01-09_06:35:07.344;48.78;145;1060.3;20.0
2025-01-09_06:35:08.634;46.51;134;967.5;20.0
2025-01-09_06:35:09.864;48.78;140;997.8;20.0
2025-01-09_06:35:11.127;47.51;134;971.8;20.0
2025-01-09_06:35:12.384;47.73;145;1048.0;20.0
2025-01-09_06:35:13.645;47.58;143;1031.2;20.0
2025-01-09_06:35:14.904;47.66;137;992.8;20.0
2025-01-09_06:35:16.139;48.58;134;955.2;20.0
2025-01-09_06:35:17.400;47.58;139;1003.4;20.0
2025-01-09_06:35:18.659;47.66;141;999.5;20.0
2025-01-09_06:35:19.920;47.58;135;978.7;20.0
2025-01-09_06:35:21.209;46.55;143;1033.0;20.0
2025-01-09_06:35:22.470;47.58;138;1015.8;20.0
2025-01-09_06:35:23.729;47.66;141;1015.5;20.0
2025-01-09_06:35:24.959;48.78;145;1057.9;20.0
2025-01-09_06:35:26.159;50.00;146;1068.5;20.0
2025-01-09_06:35:27.449;46.51;144;1048.2;20.0
2025-01-09_06:35:28.679;48.78;143;1034.7;20.0
2025-01-09_06:35:29.909;48.78;147;1050.5;20.0
2025-01-09_06:35:31.109;50.00;146;1052.5;20.0
2025-01-09_06:35:32.309;50.00;142;1033.6;20.0
2025-01-09_06:35:33.569;47.62;144;1053.4;20.0
2025-01-09_06:35:34.774;49.79;146;1054.0;20.0
2025-01-09_06:35:35.974;50.00;138;1012.0;20.0
2025-01-09_06:35:37.204;48.78;143;1014.8;20.0
2025-01-09_06:35:38.438;48.62;146;1080.5;20.0
2025-01-09_06:35:39.669;48.74;143;1023.5;20.0
2025-01-09_06:35:40.900;48.74;134;967.0;20.0
2025-01-09_06:35:42.160;47.62;142;1038.1;20.0
2025-01-09_06:35:43.360;50.00;144;1036.1;20.0
2025-01-09_06:35:44.590;48.78;136;969.7;20.0
2025-01-09_06:35:45.795;49.79;139;1013.0;20.0
2025-01-09_06:35:47.025;48.78;139;992.3;20.0
2025-01-09_06:35:48.285;47.62;146;1048.7;20.0
2025-01-09_06:35:49.515;48.78;146;1069.1;20.0
2025-01-09_06:35:50.775;47.62;141;1034.5;20.0
2025-01-09_06:35:52.005;48.78;143;1027.6;20.0
2025-01-09_06:35:53.269;47.47;142;1027.6;20.0
2025-01-09_06:35:54.470;49.96;138;987.6;20.0
2025-01-09_06:35:55.700;48.78;140;1011.8;20.0
2025-01-09_06:35:56.905;49.79;146;1072.3;20.0
2025-01-09_06:35:58.164;47.66;143;1022.8;20.0
2025-01-09_06:35:59.365;49.96;145;1036.9;20.0
2025-01-09_06:36:00.600;48.58;140;1006.6;20.0
2025-01-09_06:36:01.829;48.82;144;1030.3;20.0
2025-01-09_06:36:03.029;50.00;138;990.0;20.0
2025-01-09_06:36:04.290;47.58;148;1072.8;20.0
2025-01-09_06:36:05.490;50.00;148;1061.1;20.0
2025-01-09_06:36:06.750;47.62;150;1092.6;20.0
2025-01-09_06:36:07.980;48.78;148;1083.9;20.0
2025-01-09_06:36:09.180;50.00;140;1014.9;20.0
2025-01-09_06:36:10.410;48.78;144;1047.3;20.0
2025-01-09_06:36:11.640;48.78;144;1052.0;20.0
2025-01-09_06:36:12.870;48.78;144;1035.5;20.0
2025-01-09_06:36:14.070;50.00;140;992.0;20.0
2025-01-09_06:36:15.270;50.00;139;1008.7;20.0
2025-01-09_06:36:16.500;48.78;145;1058.1;20.0
2025-01-09_06:36:17.670;51.28;140;1003.5;20.0
2025-01-09_06:36:18.900;48.78;141;1020.8;20.0
2025-01-09_06:36:20.075;51.06;152;1087.9;20.0
2025-01-09_06:36:21.305;48.78;144;1050.1;20.0
2025-01-09_06:36:22.475;51.28;145;1062.9;20.0
2025-01-09_06:36:23.675;50.00;142;1022.7;20.0
2025-01-09_06:36:24.845;51.28;138;996.3;20.0
2025-01-09_06:36:26.045;50.00;146;1026.2;20.50314465408805
2025-01-09_06:36:27.305;47.62;146;1026.1;21.0062893081761
2025-01-09_06:36:28.565;47.62;152;1053.0;22.0125786163522
2025-01-09_06:36:29.795;48.78;167;1106.2;22.51572327044025
2025-01-09_06:36:31.055;47.62;162;1089.5;23.0188679245283
2025-01-09_06:36:32.255;50.00;165;1092.4;23.52201257861635
2025-01-09_06:36:33.520;47.43;159;1026.9;24.528301886792452
2025-01-09_06:36:34.720;50.00;163;1049.1;25.031446540880502
2025-01-09_06:36:35.950;48.78;160;1007.9;25.534591194968552
2025-01-09_06:36:37.180;48.78;161;1011.1;26.037735849056602
2025-01-09_06:36:38.355;51.06;182;1133.2;26.540880503144656
2025-01-09_06:36:39.555;50.00;182;1099.7;27.547169811320757
2025-01-09_06:36:40.725;51.28;184;1111.3;28.050314465408803
2025-01-09_06:36:41.870;52.40;191;1118.4;28.553459119496857
2025-01-09_06:36:43.010;52.63;192;1112.0;29.056603773584904
2025-01-09_06:36:44.150;52.63;201;1163.6;29.559748427672957
2025-01-09_06:36:45.320;51.28;184;1057.8;30.062893081761004
2025-01-09_06:36:46.460;52.63;203;1129.7;31.069182389937104
2025-01-09_06:36:47.605;52.40;188;1063.2;31.572327044025158
2025-01-09_06:36:48.775;51.28;201;1120.5;32.075471698113205
2025-01-09_06:36:49.945;51.28;199;1069.9;32.57861635220126
2025-01-09_06:36:51.085;52.63;207;1100.4;33.08176100628931
2025-01-09_06:36:52.230;52.40;215;1140.4;33.58490566037736
2025-01-09_06:36:53.370;52.63;217;1153.6;34.088050314465406
2025-01-09_06:36:54.540;51.28;214;1106.3;35.09433962264151
2025-01-09_06:36:55.681;52.59;228;1195.1;35.59748427672956
2025-01-09_06:36:56.820;52.68;204;1064.7;36.10062893081761
2025-01-09_06:36:57.181;0.00;12;24.0;36.10062893081761
2025-01-09_06:36:57.450;0.00;9;4.8;36.60377358490566
2025-01-09_06:36:57.630;0.00;9;4.7;36.60377358490566
2025-01-09_06:36:57.810;0.00;9;5.7;36.60377358490566
2025-01-09_06:36:57.990;0.00;9;5.0;36.60377358490566
2025-01-09_06:36:58.110;0.00;9;5.6;36.60377358490566
2025-01-09_06:36:58.170;0.00;10;11.5;36.60377358490566
2025-01-09_06:36:59.610;41.67;219;1088.8;37.61006289308176
2025-01-09_06:37:00.780;51.28;241;1150.9;38.11320754716981
2025-01-09_06:37:01.925;52.40;236;1123.7;38.61635220125786
2025-01-09_06:37:03.065;52.63;236;1144.8;39.119496855345915
2025-01-09_06:37:04.235;51.28;249;1172.6;39.62264150943396
2025-01-09_06:37:05.405;51.28;245;1157.4;40.62893081761006
2025-01-09_06:37:06.545;52.63;260;1199.4;41.132075471698116
2025-01-09_06:37:07.745;50.00;259;1184.6;41.63522012578616
2025-01-09_06:37:08.860;53.81;258;1179.2;42.13836477987421
2025-01-09_06:37:10.000;52.63;251;1150.6;42.64150943396226
2025-01-09_06:37:11.200;50.00;233;1111.6;43.144654088050316
2025-01-09_06:37:12.340;52.63;247;1120.0;43.64779874213836
2025-01-09_06:37:13.450;54.05;259;1137.1;44.65408805031447
2025-01-09_06:37:14.590;52.63;277;1203.2;45.15723270440252
2025-01-09_06:37:15.790;50.00;235;1024.2;45.660377358490564
2025-01-09_06:37:16.960;51.28;264;1143.9;46.16352201257862
2025-01-09_06:37:18.070;54.05;273;1162.6;46.66666666666667
2025-01-09_06:37:19.180;54.05;285;1184.2;47.16981132075472
2025-01-09_06:37:20.351;51.24;272;1139.7;47.672955974842765
2025-01-09_06:37:21.430;55.61;278;1184.2;48.67924528301887
2025-01-09_06:37:22.600;51.28;268;1145.7;49.18238993710692
2025-01-09_06:37:23.680;55.56;279;1133.9;49.685534591194966
2025-01-09_06:37:24.820;52.63;287;1189.5;50.18867924528302
2025-01-09_06:37:25.960;52.63;294;1211.6;50.69182389937107
2025-01-09_06:37:27.130;51.28;295;1173.2;51.19496855345912
2025-01-09_06:37:28.270;52.63;319;1245.7;51.698113207547166
2025-01-09_06:37:29.380;54.05;324;1241.4;52.20125786163522
2025-01-09_06:37:30.550;51.28;306;1192.4;53.20754716981132
2025-01-09_06:37:31.690;52.63;298;1183.2;53.710691823899374
2025-01-09_06:37:32.830;52.63;323;1252.0;54.21383647798742
2025-01-09_06:37:33.970;52.63;329;1233.8;54.716981132075475
2025-01-09_06:37:35.170;50.00;326;1223.2;55.22012578616352
2025-01-09_06:37:36.400;48.78;328;1221.7;56.22641509433962
2025-01-09_06:37:37.600;50.00;331;1231.3;56.729559748427675
2025-01-09_06:37:38.830;48.78;337;1254.1;57.23270440251572
2025-01-09_06:37:40.030;50.00;343;1253.5;57.735849056603776
2025-01-09_06:37:41.290;47.62;328;1161.4;58.23899371069182
2025-01-09_06:37:42.496;49.75;354;1273.4;59.24528301886792
2025-01-09_06:37:43.695;50.04;347;1253.1;59.74842767295598
2025-01-09_06:37:44.895;50.00;369;1309.1;60.25157232704402
2025-01-09_06:37:46.126;48.74;368;1268.1;60.75471698113208
2025-01-09_06:37:47.330;49.83;356;1216.2;61.257861635220124
2025-01-09_06:37:48.560;48.78;361;1261.1;62.264150943396224
2025-01-09_06:37:49.760;50.00;355;1208.0;62.76729559748428
2025-01-09_06:37:50.962;49.92;367;1305.4;63.270440251572325
2025-01-09_06:37:52.130;51.37;387;1319.6;63.77358490566038
2025-01-09_06:37:53.301;51.24;348;1243.0;64.27672955974842
2025-01-09_06:37:54.440;52.68;374;1300.5;65.28301886792453
2025-01-09_06:37:55.610;51.28;408;1456.4;65.78616352201257
2025-01-09_06:37:56.720;54.05;389;1343.6;66.28930817610063
2025-01-09_06:37:57.830;54.05;409;1406.1;66.79245283018868
2025-01-09_06:37:58.970;52.63;402;1383.5;67.29559748427673
2025-01-09_06:38:00.080;54.05;398;1381.3;67.79874213836479
2025-01-09_06:38:01.225;52.40;386;1316.6;68.30188679245283
2025-01-09_06:38:02.365;52.63;365;1261.4;68.80503144654088
2025-01-09_06:38:03.505;52.63;387;1337.6;69.81132075471697
2025-01-09_06:38:04.620;53.81;385;1335.5;70.31446540880503
2025-01-09_06:38:05.732;53.96;390;1327.2;70.81761006289308
2025-01-09_06:38:06.840;54.15;399;1359.9;71.32075471698113
2025-01-09_06:38:07.981;52.59;399;1384.0;71.82389937106919
2025-01-09_06:38:09.125;52.45;362;1255.4;72.32704402515724
2025-01-09_06:38:10.266;52.59;383;1294.8;72.83018867924528
2025-01-09_06:38:11.381;53.81;357;1229.3;73.33333333333334
2025-01-09_06:38:12.520;52.68;385;1324.3;74.33962264150944
2025-01-09_06:38:13.661;52.59;390;1330.5;74.84276729559748
2025-01-09_06:38:14.831;51.28;360;1234.9;75.34591194968553
2025-01-09_06:38:16.001;51.28;363;1262.5;75.84905660377359
2025-01-09_06:38:17.141;52.63;351;1222.1;76.35220125786164
2025-01-09_06:38:18.341;50.00;390;1320.8;76.85534591194968
2025-01-09_06:38:19.511;51.28;382;1329.7;77.86163522012578
2025-01-09_06:38:20.711;50.00;415;1400.1;78.36477987421384
2025-01-09_06:38:21.911;50.00;399;1393.6;78.86792452830188
2025-01-09_06:38:23.141;48.78;399;1372.5;79.37106918238993
2025-01-09_06:38:24.341;50.00;418;1434.8;79.87421383647799
2025-01-09_06:38:25.571;48.78;376;1325.2;80.88050314465409
2025-01-09_06:38:26.801;48.78;406;1358.7;81.38364779874215
2025-01-09_06:38:28.001;50.00;390;1328.4;81.88679245283018
2025-01-09_06:38:29.237;48.54;403;1387.2;82.38993710691824
2025-01-09_06:38:30.406;51.33;386;1308.7;83.39622641509433
2025-01-09_06:38:31.606;50.00;416;1463.4;83.8993710691824
2025-01-09_06:38:32.746;52.63;415;1463.8;84.40251572327044
2025-01-09_06:38:33.856;54.05;409;1466.9;84.90566037735849
2025-01-09_06:38:34.996;52.63;404;1475.9;85.40880503144655
2025-01-09_06:38:36.137;52.59;412;1464.1;85.9119496855346
2025-01-09_06:38:37.306;51.33;394;1471.8;86.41509433962264
2025-01-09_06:38:38.476;51.28;416;1464.6;87.42138364779875
2025-01-09_06:38:39.646;51.28;417;1478.3;87.9245283018868
2025-01-09_06:38:40.846;50.00;405;1479.8;88.42767295597484
2025-01-09_06:38:41.986;52.63;413;1473.6;88.93081761006289
2025-01-09_06:38:43.156;51.28;397;1475.3;89.43396226415095
2025-01-09_06:38:44.357;49.96;409;1482.3;89.937106918239
2025-01-09_06:38:45.496;52.68;388;1477.2;90.94339622641509
2025-01-09_06:38:46.666;51.28;415;1465.2;91.44654088050315
2025-01-09_06:38:47.806;52.63;395;1472.6;91.9496855345912
2025-01-09_06:38:49.006;50.00;409;1472.0;92.45283018867924
2025-01-09_06:38:50.176;51.28;414;1455.8;92.95597484276729
2025-01-09_06:38:51.346;51.28;398;1479.1;93.45911949685535
2025-01-09_06:38:52.516;51.28;417;1469.0;94.46540880503144
2025-01-09_06:38:53.656;52.63;416;1456.8;94.96855345911949
2025-01-09_06:38:54.826;51.28;415;1459.2;95.47169811320755
2025-01-09_06:38:55.996;51.28;393;1483.3;95.9748427672956
2025-01-09_06:38:57.166;51.28;402;1403.8;96.47798742138365
2025-01-09_06:38:58.336;51.28;414;1479.0;96.98113207547169
2025-01-09_06:38:59.536;50.00;398;1467.3;97.9874213836478
2025-01-09_06:39:00.706;51.28;414;1470.1;98.49056603773585
2025-01-09_06:39:01.876;51.28;412;1462.4;98.99371069182389
2025-01-09_06:39:03.046;51.28;393;1479.8;99.49685534591195
2025-01-09_06:39:04.216;51.28;415;1473.4;100.0
2025-01-09_06:39:05.356;52.63;413;1478.2;100.0
2025-01-09_06:39:06.526;51.28;403;1469.3;100.0
2025-01-09_06:39:07.696;51.28;417;1466.2;100.0
2025-01-09_06:39:08.866;51.28;416;1477.2;100.0
2025-01-09_06:39:10.036;51.28;406;1467.9;100.0
2025-01-09_06:39:11.206;51.28;400;1480.4;100.0
2025-01-09_06:39:12.376;51.28;414;1470.8;99.99999999999999
2025-01-09_06:39:13.576;50.00;407;1458.2;99.99999999999999
2025-01-09_06:39:14.776;50.00;398;1481.1;99.99999999999999
2025-01-09_06:39:15.946;51.28;418;1445.7;99.99999999999999
2025-01-09_06:39:17.116;51.28;414;1467.9;99.99999999999999
2025-01-09_06:39:18.286;51.28;415;1474.6;99.99999999999999
2025-01-09_06:39:19.456;51.28;411;1472.6;100.0
2025-01-09_06:39:20.626;51.28;398;1476.7;100.0
2025-01-09_06:39:21.856;48.78;409;1468.4;100.0
2025-01-09_06:39:23.026;51.28;404;1480.8;100.0
2025-01-09_06:39:24.256;48.78;410;1468.7;100.0
2025-01-09_06:39:25.426;51.28;409;1474.0;99.74842767295597
2025-01-09_06:39:26.596;51.28;398;1477.0;99.49685534591195
2025-01-09_06:39:27.826;48.78;404;1479.9;99.24528301886792
2025-01-09_06:39:29.026;50.00;385;1476.0;98.99371069182389
2025-01-09_06:39:30.227;49.96;402;1473.4;98.74213836477988
2025-01-09_06:39:31.426;50.04;410;1477.0;98.23899371069183
2025-01-09_06:39:32.627;49.96;412;1481.5;97.9874213836478
2025-01-09_06:39:33.886;47.66;410;1477.0;97.73584905660377
2025-01-09_06:39:35.086;50.00;393;1488.2;97.48427672955975
2025-01-09_06:39:36.346;47.62;418;1468.5;97.23270440251572
2025-01-09_06:39:37.546;50.00;385;1478.7;96.72955974842768
2025-01-09_06:39:38.746;50.00;407;1469.8;96.47798742138365
2025-01-09_06:39:39.977;48.74;417;1428.9;96.22641509433963
2025-01-09_06:39:41.176;50.04;413;1469.7;95.9748427672956
2025-01-09_06:39:42.346;51.28;400;1480.2;95.72327044025157
2025-01-09_06:39:43.521;51.06;403;1483.9;95.22012578616352
2025-01-09_06:39:44.781;47.62;410;1478.0;94.96855345911949
2025-01-09_06:39:45.981;50.00;382;1478.7;94.71698113207547
2025-01-09_06:39:47.181;50.00;392;1476.4;94.46540880503144
2025-01-09_06:39:48.411;48.78;386;1471.6;93.9622641509434
2025-01-09_06:39:49.646;48.58;417;1472.9;93.71069182389937
2025-01-09_06:39:50.846;50.00;413;1452.5;93.45911949685535
2025-01-09_06:39:52.106;47.62;422;1467.4;93.20754716981132
2025-01-09_06:39:53.376;47.24;419;1437.3;92.95597484276729
2025-01-09_06:39:54.587;49.55;399;1468.8;92.45283018867924
2025-01-09_06:39:55.816;48.82;386;1479.6;92.20125786163521
2025-01-09_06:39:57.046;48.78;415;1462.5;91.9496855345912
2025-01-09_06:39:58.216;51.28;404;1468.7;91.69811320754717
2025-01-09_06:39:59.417;49.96;410;1473.9;91.19496855345912
2025-01-09_06:40:00.646;48.82;416;1472.3;90.94339622641509
2025-01-09_06:40:01.911;47.43;415;1458.4;90.69182389937107
2025-01-09_06:40:03.141;48.78;398;1374.0;90.44025157232704
2025-01-09_06:40:04.376;48.58;407;1411.2;90.18867924528303
2025-01-09_06:40:05.606;48.78;401;1477.0;89.68553459119497
2025-01-09_06:40:06.806;50.00;389;1473.6;89.43396226415095
2025-01-09_06:40:08.006;50.00;405;1475.5;89.18238993710692
2025-01-09_06:40:09.242;48.54;401;1476.3;88.93081761006289
2025-01-09_06:40:10.441;50.04;417;1460.9;88.42767295597484
2025-01-09_06:40:11.612;51.24;416;1459.2;88.17610062893081
2025-01-09_06:40:12.781;51.33;406;1473.7;87.9245283018868
2025-01-09_06:40:13.983;49.92;391;1477.3;87.67295597484276
2025-01-09_06:40:15.181;50.08;408;1471.1;87.42138364779873
2025-01-09_06:40:16.382;49.96;410;1467.4;87.16981132075472
2025-01-09_06:40:17.581;50.04;393;1373.4;86.66666666666667
2025-01-09_06:40:18.781;50.00;406;1470.8;86.41509433962264
2025-01-09_06:40:20.012;48.74;409;1470.6;86.16352201257861
2025-01-09_06:40:21.242;48.78;389;1479.0;85.9119496855346
2025-01-09_06:40:22.471;48.82;398;1477.3;85.40880503144655
2025-01-09_06:40:23.642;51.24;393;1479.6;85.15723270440252
2025-01-09_06:40:24.842;50.00;397;1486.0;84.90566037735849
2025-01-09_06:40:26.042;50.00;415;1489.9;84.65408805031447
2025-01-09_06:40:27.242;50.00;413;1484.7;84.40251572327044
2025-01-09_06:40:28.441;50.04;406;1486.0;83.8993710691824
2025-01-09_06:40:29.672;48.74;409;1479.6;83.64779874213836
2025-01-09_06:40:30.902;48.78;407;1478.7;83.39622641509433
2025-01-09_06:40:32.102;50.00;406;1488.8;83.14465408805032
2025-01-09_06:40:33.302;50.00;396;1477.6;82.89308176100629
2025-01-09_06:40:34.532;48.78;386;1481.7;82.38993710691824
2025-01-09_06:40:35.762;48.78;411;1479.6;82.13836477987421
2025-01-09_06:40:36.962;50.00;390;1475.9;81.88679245283019
2025-01-09_06:40:38.162;50.00;411;1467.4;81.63522012578616
2025-01-09_06:40:39.392;48.78;392;1476.8;81.38364779874215
2025-01-09_06:40:40.562;51.28;404;1471.1;80.88050314465409
2025-01-09_06:40:41.792;48.78;403;1478.5;80.62893081761007
2025-01-09_06:40:43.022;48.78;412;1472.3;80.37735849056604
2025-01-09_06:40:44.222;50.00;404;1473.9;80.12578616352201
2025-01-09_06:40:45.422;50.00;409;1478.7;79.62264150943396
2025-01-09_06:40:46.622;50.00;400;1475.8;79.37106918238993
2025-01-09_06:40:47.822;50.00;404;1478.6;79.11949685534591
2025-01-09_06:40:48.992;51.28;398;1478.9;78.86792452830188
2025-01-09_06:40:50.222;48.78;401;1473.8;78.61635220125785
2025-01-09_06:40:51.422;50.00;412;1486.5;78.11320754716981
2025-01-09_06:40:52.622;50.00;406;1480.1;77.86163522012579
2025-01-09_06:40:53.852;48.78;405;1485.4;77.61006289308176
2025-01-09_06:40:55.022;51.28;403;1477.4;77.35849056603774
2025-01-09_06:40:56.222;50.00;392;1479.3;77.10691823899371
2025-01-09_06:40:57.422;50.00;400;1485.2;76.60377358490567
