TIMESTAMP;PULL_CADENCE;MAX_POWER;MAX_SPEED;MAX_TORQUE
2025-01-09_16:51:57.890;48.78;312;1479.7;44.29250891795482
2025-01-09_16:51:59.210;45.45;324;1473.8;44.756242568370986
2025-01-09_16:52:00.410;50.00;330;1460.9;45.755053507728896
2025-01-09_16:52:01.641;48.74;343;1457.0;46.29013079667063
2025-01-09_16:52:02.840;50.04;331;1476.3;46.84898929845422
2025-01-09_16:52:04.071;48.74;327;1473.0;47.431629013079665
2025-01-09_16:52:05.301;48.78;341;1482.6;48.66825208085612
2025-01-09_16:52:06.531;48.78;342;1471.8;49.32223543400713
2025-01-09_16:52:07.701;51.28;344;1478.9;50.0
2025-01-09_16:52:08.871;51.28;351;1484.0;50.67776456599287
2025-01-09_16:52:10.041;51.28;353;1482.0;51.33174791914388
2025-01-09_16:52:11.241;50.00;362;1490.0;52.568370986920335
2025-01-09_16:52:12.441;50.00;367;1484.7;53.15101070154578
2025-01-09_16:52:13.641;50.00;368;1477.6;53.70986920332937
2025-01-09_16:52:14.841;50.00;369;1472.0;54.24494649227111
2025-01-09_16:52:16.011;51.28;380;1481.4;54.75624256837099
2025-01-09_16:52:17.181;51.28;369;1486.2;55.24375743162902
2025-01-09_16:52:18.351;51.28;381;1484.8;56.1474435196195
2025-01-09_16:52:19.551;50.00;378;1485.7;56.56361474435196
2025-01-09_16:52:20.751;50.00;388;1480.1;56.956004756242564
2025-01-09_16:52:21.951;50.00;394;1496.1;57.32461355529132
2025-01-09_16:52:23.181;48.78;380;1492.3;57.66944114149821
2025-01-09_16:52:24.381;50.00;395;1426.7;58.28775267538645
2025-01-09_16:52:25.611;48.78;397;1474.2;58.56123662306777
2025-01-09_16:52:26.901;46.51;407;1479.4;58.810939357907245
2025-01-09_16:52:28.071;51.28;410;1458.6;59.03686087990487
2025-01-09_16:52:29.271;50.00;394;1478.5;59.41736028537455
2025-01-09_16:52:30.471;50.00;405;1478.8;59.57193816884661
2025-01-09_16:52:31.641;51.28;395;1486.6;59.70273483947681
2025-01-09_16:52:32.811;51.28;413;1489.0;59.80975029726516
2025-01-09_16:52:33.981;51.28;409;1486.4;59.89298454221165
2025-01-09_16:52:35.181;50.00;397;1482.1;59.95243757431629
2025-01-09_16:52:36.381;50.00;400;1470.6;60.0
2025-01-09_16:52:37.551;51.28;411;1491.6;60.0
2025-01-09_16:52:38.781;48.78;401;1485.4;60.0
2025-01-09_16:52:40.011;48.78;385;1489.7;60.0
2025-01-09_16:52:41.211;50.00;404;1477.7;60.0
2025-01-09_16:52:42.411;50.00;410;1478.0;60.0
2025-01-09_16:52:43.616;49.79;398;1478.5;60.0
2025-01-09_16:52:44.786;51.28;413;1480.9;60.0
2025-01-09_16:52:45.986;50.00;409;1485.0;60.0
2025-01-09_16:52:47.156;51.28;410;1481.1;60.0
2025-01-09_16:52:48.356;50.00;409;1488.8;60.0
2025-01-09_16:52:49.526;51.28;406;1485.4;60.0
2025-01-09_16:52:50.696;51.28;401;1482.6;60.0
2025-01-09_16:52:51.866;51.28;410;1490.9;60.0
2025-01-09_16:52:53.036;51.28;409;1485.6;60.0
2025-01-09_16:52:54.206;51.28;388;1486.1;60.0
2025-01-09_16:52:55.406;50.00;391;1487.0;60.0
2025-01-09_16:52:56.576;51.28;400;1489.8;60.0
2025-01-09_16:52:57.746;51.28;396;1484.0;60.0
2025-01-09_16:52:58.916;51.28;407;1491.7;60.0
2025-01-09_16:53:00.117;49.96;403;1487.0;60.0
2025-01-09_16:53:01.286;51.33;385;1490.8;60.0
2025-01-09_16:53:02.487;49.96;406;1491.7;60.0
2025-01-09_16:53:03.658;51.24;402;1482.8;60.0
2025-01-09_16:53:04.857;50.04;403;1484.0;60.0
2025-01-09_16:53:05.997;52.63;394;1490.3;60.0
2025-01-09_16:53:07.167;51.28;415;1492.0;60.0
2025-01-09_16:53:08.367;50.00;397;1490.7;60.0
2025-01-09_16:53:09.537;51.28;403;1487.3;60.0
2025-01-09_16:53:10.707;51.28;403;1494.8;60.0
2025-01-09_16:53:11.877;51.28;405;1486.8;60.0
2025-01-09_16:53:13.047;51.28;372;1497.3;60.0
2025-01-09_16:53:14.217;51.28;407;1486.8;60.0
2025-01-09_16:53:15.387;51.28;401;1485.3;60.0
2025-01-09_16:53:16.527;52.63;415;1490.0;60.0
2025-01-09_16:53:17.697;51.28;395;1489.1;60.0
2025-01-09_16:53:18.867;51.28;394;1492.0;60.0
2025-01-09_16:53:20.037;51.28;415;1491.0;60.0
2025-01-09_16:53:21.177;52.63;401;1480.6;60.0
2025-01-09_16:53:22.377;50.00;415;1486.6;60.0
2025-01-09_16:53:23.517;52.63;413;1487.8;60.0
2025-01-09_16:53:24.657;52.63;413;1490.1;60.0
2025-01-09_16:53:25.827;51.28;397;1481.3;60.0
2025-01-09_16:53:27.027;50.00;408;1486.4;60.0
2025-01-09_16:53:28.167;52.63;402;1491.2;60.0
2025-01-09_16:53:29.337;51.28;393;1480.6;60.0
2025-01-09_16:53:30.507;51.28;411;1493.1;60.0
2025-01-09_16:53:31.682;51.06;412;1483.3;60.0
2025-01-09_16:53:32.822;52.63;402;1478.3;60.0
2025-01-09_16:53:34.022;50.00;393;1477.0;60.0
2025-01-09_16:53:35.192;51.28;412;1477.8;60.0
2025-01-09_16:53:36.392;50.00;391;1479.5;60.0
2025-01-09_16:53:37.562;51.28;409;1481.0;60.0
2025-01-09_16:53:38.762;50.00;390;1478.4;60.0
2025-01-09_16:53:39.932;51.28;414;1471.1;60.0
2025-01-09_16:53:41.102;51.28;396;1479.7;60.0
2025-01-09_16:53:42.243;52.59;397;1484.2;60.0
2025-01-09_16:53:43.442;50.04;405;1489.4;60.0
2025-01-09_16:53:44.612;51.28;400;1486.0;60.0
2025-01-09_16:53:45.782;51.28;395;1478.9;60.0
2025-01-09_16:53:46.952;51.28;405;1481.4;60.0
2025-01-09_16:53:48.122;51.28;397;1485.4;60.0
2025-01-09_16:53:49.292;51.28;408;1482.1;60.0
2025-01-09_16:53:50.497;49.79;398;1488.1;60.0
2025-01-09_16:53:51.667;51.28;390;1470.2;60.0
2025-01-09_16:53:52.837;51.28;386;1484.5;60.0
2025-01-09_16:53:54.037;50.00;411;1481.3;60.0
2025-01-09_16:53:55.207;51.28;399;1480.3;60.0
2025-01-09_16:53:56.407;50.00;386;1483.1;60.0
2025-01-09_16:53:57.549;52.54;383;1483.3;60.0
2025-01-09_16:53:58.717;51.37;379;1473.4;60.0
2025-01-09_16:53:59.887;51.28;402;1480.6;60.0
2025-01-09_16:54:01.057;51.28;398;1479.2;60.0
2025-01-09_16:54:02.227;51.28;402;1486.2;60.0
2025-01-09_16:54:03.399;51.19;407;1489.6;60.0
2025-01-09_16:54:04.568;51.33;397;1480.3;60.0
2025-01-09_16:54:05.737;51.33;404;1481.7;60.0
2025-01-09_16:54:06.908;51.24;407;1487.8;60.0
2025-01-09_16:54:08.078;51.28;388;1488.4;60.0
2025-01-09_16:54:09.217;52.68;390;1485.1;60.0
2025-01-09_16:54:10.387;51.28;409;1479.8;60.0
2025-01-09_16:54:11.558;51.24;403;1476.9;60.0
2025-01-09_16:54:12.728;51.28;403;1473.1;60.0
2025-01-09_16:54:13.868;52.63;411;1481.1;60.0
2025-01-09_16:54:15.008;52.63;403;1486.9;60.0
2025-01-09_16:54:16.148;52.63;416;1470.4;60.0
2025-01-09_16:54:17.288;52.63;402;1478.2;60.0
2025-01-09_16:54:18.428;52.63;402;1473.2;60.0
2025-01-09_16:54:19.538;54.05;379;1490.3;60.0
2025-01-09_16:54:20.708;51.28;385;1479.1;60.0
2025-01-09_16:54:21.848;52.63;407;1475.7;60.0
2025-01-09_16:54:22.988;52.63;404;1487.3;60.0
2025-01-09_16:54:24.158;51.28;405;1485.6;60.0
2025-01-09_16:54:25.298;52.63;394;1490.2;60.0
2025-01-09_16:54:26.438;52.63;413;1501.2;60.0
2025-01-09_16:54:27.578;52.63;394;1499.1;60.0
2025-01-09_16:54:28.748;51.28;356;1499.7;60.0
2025-01-09_16:54:29.919;51.24;403;1502.8;60.0
2025-01-09_16:54:31.058;52.68;358;1501.7;60.0
2025-01-09_16:54:32.198;52.63;377;1500.5;60.0
2025-01-09_16:54:33.278;55.56;386;1502.7;60.0
2025-01-09_16:54:34.449;51.24;368;1508.3;60.0
2025-01-09_16:54:35.588;52.68;384;1503.3;60.0
2025-01-09_16:54:36.698;54.05;404;1505.7;60.0
2025-01-09_16:54:37.808;54.05;394;1502.7;60.0
2025-01-09_16:54:38.918;54.05;348;1511.1;60.0
2025-01-09_16:54:40.058;52.63;364;1497.0;60.0
2025-01-09_16:54:41.228;51.28;391;1500.3;60.0
2025-01-09_16:54:42.338;54.05;332;1502.2;60.0
2025-01-09_16:54:43.418;55.56;405;1491.3;60.0
2025-01-09_16:54:44.588;51.28;412;1497.5;60.0
2025-01-09_16:54:45.728;52.63;413;1497.9;60.0
2025-01-09_16:54:46.868;52.63;358;1496.8;60.0
2025-01-09_16:54:48.008;52.63;359;1494.6;60.0
2025-01-09_16:54:49.179;51.24;370;1497.9;60.0
2025-01-09_16:54:50.348;51.33;368;1503.6;60.0
2025-01-09_16:54:51.518;51.28;367;1492.9;60.0
2025-01-09_16:54:52.718;50.00;394;1494.6;60.0
2025-01-09_16:54:53.858;52.63;409;1495.3;60.0
2025-01-09_16:54:55.028;51.28;377;1494.0;60.0
2025-01-09_16:54:56.138;54.05;347;1496.8;60.0
2025-01-09_16:54:57.338;50.00;413;1504.3;60.0
2025-01-09_16:54:58.508;51.28;403;1500.0;60.0
2025-01-09_16:54:59.678;51.28;365;1501.0;60.0
2025-01-09_16:55:00.848;51.28;414;1493.4;60.0
2025-01-09_16:55:02.048;50.00;392;1497.2;60.0
2025-01-09_16:55:03.248;50.00;417;1490.2;60.0
2025-01-09_16:55:04.418;51.28;403;1495.3;60.0
2025-01-09_16:55:05.588;51.28;396;1496.3;60.0
2025-01-09_16:55:06.819;48.74;374;1502.4;60.0
2025-01-09_16:55:08.019;50.00;370;1503.4;60.0
2025-01-09_16:55:09.219;50.00;376;1493.7;60.0
2025-01-09_16:55:10.388;51.33;387;1506.9;60.0
2025-01-09_16:55:11.559;51.24;345;1500.6;60.0
2025-01-09_16:55:12.759;50.00;330;1506.7;60.0
2025-01-09_16:55:13.989;48.78;349;1498.0;60.0
2025-01-09_16:55:15.189;50.00;371;1490.3;60.0
2025-01-09_16:55:16.419;48.78;401;1495.8;60.0
2025-01-09_16:55:17.624;49.79;365;1509.5;60.0
2025-01-09_16:55:18.824;50.00;309;1492.4;60.0
2025-01-09_16:55:20.024;50.00;354;1501.0;60.0
2025-01-09_16:55:21.224;50.00;349;1499.1;60.0
2025-01-09_16:55:22.424;50.00;356;1501.6;60.0
2025-01-09_16:55:23.654;48.78;391;1498.0;60.0
2025-01-09_16:55:24.854;50.00;392;1496.1;60.0
2025-01-09_16:55:26.024;51.28;399;1495.7;60.0
2025-01-09_16:55:27.224;50.00;393;1490.0;60.0
2025-01-09_16:55:28.424;50.00;396;1492.5;60.0
2025-01-09_16:55:29.684;47.62;410;1494.5;60.0
2025-01-09_16:55:30.884;50.00;402;1489.5;60.0
2025-01-09_16:55:32.114;48.78;397;1479.4;60.0
2025-01-09_16:55:33.314;50.00;388;1480.5;60.0
2025-01-09_16:55:34.514;50.00;394;1480.8;60.0
2025-01-09_16:55:35.775;47.58;397;1481.3;60.0
2025-01-09_16:55:37.004;48.82;417;1486.2;60.0
2025-01-09_16:55:38.234;48.78;415;1487.2;60.0
2025-01-09_16:55:39.464;48.78;386;1476.8;60.0
2025-01-09_16:55:40.699;48.58;415;1489.9;60.0
2025-01-09_16:55:41.929;48.78;385;1492.9;60.0
2025-01-09_16:55:43.219;46.51;397;1490.5;60.0
2025-01-09_16:55:44.449;48.78;392;1494.5;60.0
2025-01-09_16:55:45.679;48.78;417;1482.4;60.0
2025-01-09_16:55:46.939;47.62;400;1480.5;60.0
2025-01-09_16:55:48.199;47.62;410;1486.9;60.0
2025-01-09_16:55:49.399;50.00;410;1492.4;60.0
2025-01-09_16:55:50.659;47.62;386;1499.4;60.0
2025-01-09_16:55:51.919;47.62;381;1492.0;60.0
2025-01-09_16:55:53.149;48.78;396;1492.0;60.0
2025-01-09_16:55:54.409;47.62;391;1490.6;60.0
2025-01-09_16:55:55.669;47.62;406;1488.9;60.0
2025-01-09_16:55:56.929;47.62;406;1489.8;60.0
2025-01-09_16:55:58.189;47.62;407;1492.2;60.0
2025-01-09_16:55:59.449;47.62;405;1492.8;60.0
2025-01-09_16:56:00.709;47.62;405;1488.0;60.0
2025-01-09_16:56:01.969;47.62;394;1488.5;60.0
2025-01-09_16:56:03.199;48.78;408;1485.0;60.0
2025-01-09_16:56:04.461;47.54;405;1494.9;60.0
2025-01-09_16:56:05.694;48.66;402;1487.0;60.0
2025-01-09_16:56:06.924;48.78;417;1491.8;60.0
2025-01-09_16:56:08.154;48.78;372;1497.7;60.0
2025-01-09_16:56:09.385;48.74;367;1498.5;60.0
2025-01-09_16:56:10.645;47.62;411;1492.0;60.0
2025-01-09_16:56:11.845;50.00;387;1495.8;60.0
2025-01-09_16:56:13.075;48.78;410;1493.3;60.0
2025-01-09_16:56:14.275;50.00;410;1491.7;60.0
2025-01-09_16:56:15.505;48.78;404;1490.2;60.0
2025-01-09_16:56:16.765;47.62;392;1493.9;60.0
2025-01-09_16:56:17.965;50.00;409;1493.6;60.0
2025-01-09_16:56:19.225;47.62;420;1490.6;60.0
2025-01-09_16:56:20.425;50.00;394;1486.4;60.0
2025-01-09_16:56:21.655;48.78;419;1492.8;60.0
2025-01-09_16:56:22.855;50.00;397;1492.3;60.0
2025-01-09_16:56:24.085;48.78;411;1492.8;60.0
2025-01-09_16:56:25.345;47.62;408;1493.8;60.0
2025-01-09_16:56:26.545;50.00;406;1486.3;60.0
2025-01-09_16:56:27.775;48.78;417;1484.3;60.0
2025-01-09_16:56:28.975;50.00;413;1490.1;60.0
2025-01-09_16:56:30.145;51.28;382;1493.4;60.0
2025-01-09_16:56:31.315;51.28;420;1492.3;60.0
2025-01-09_16:56:32.485;51.28;411;1488.6;60.0
2025-01-09_16:56:33.685;50.00;410;1490.8;60.0
2025-01-09_16:56:34.860;51.06;398;1491.3;60.0
2025-01-09_16:56:36.060;50.00;371;1491.4;60.0
2025-01-09_16:56:37.260;50.00;418;1492.3;60.0
2025-01-09_16:56:38.490;48.78;415;1492.2;60.0
2025-01-09_16:56:39.750;47.62;418;1496.8;60.0
2025-01-09_16:56:40.980;48.78;399;1483.2;60.0
2025-01-09_16:56:42.215;48.58;401;1486.5;60.0
2025-01-09_16:56:43.445;48.78;380;1489.9;60.0
2025-01-09_16:56:44.675;48.78;387;1481.4;60.0
2025-01-09_16:56:45.910;48.58;412;1489.0;60.0
2025-01-09_16:56:47.140;48.78;407;1494.6;60.0
2025-01-09_16:56:48.370;48.78;408;1491.3;60.0
2025-01-09_16:56:49.630;47.62;390;1491.8;60.0
2025-01-09_16:56:50.830;50.00;409;1493.6;60.0
2025-01-09_16:56:52.090;47.62;377;1495.6;60.0
2025-01-09_16:56:53.350;47.62;413;1476.4;60.0
2025-01-09_16:56:54.580;48.78;409;1487.2;60.0
2025-01-09_16:56:55.810;48.78;401;1487.0;60.0
2025-01-09_16:56:57.041;48.74;375;1494.5;60.0
2025-01-09_16:56:58.270;48.82;391;1491.4;60.0
2025-01-09_16:56:59.530;47.62;412;1495.2;60.0
2025-01-09_16:57:00.730;50.00;414;1495.7;60.0
2025-01-09_16:57:01.960;48.78;399;1497.3;60.0
2025-01-09_16:57:03.190;48.78;414;1491.2;60.0
2025-01-09_16:57:04.451;47.58;389;1490.2;60.0
2025-01-09_16:57:05.680;48.82;411;1484.8;60.0
2025-01-09_16:57:06.910;48.78;414;1481.6;60.0
2025-01-09_16:57:08.110;50.00;414;1495.0;60.0
2025-01-09_16:57:09.340;48.78;391;1495.7;60.0
2025-01-09_16:57:10.570;48.78;405;1496.4;60.0
2025-01-09_16:57:11.770;50.00;410;1486.9;60.0
2025-01-09_16:57:13.030;47.62;412;1494.1;60.0
2025-01-09_16:57:14.260;48.78;402;1482.9;60.0
2025-01-09_16:57:15.490;48.78;414;1485.1;60.0
2025-01-09_16:57:16.720;48.78;417;1488.7;60.0
2025-01-09_16:57:17.950;48.78;414;1487.5;60.0
2025-01-09_16:57:19.181;48.74;410;1491.7;60.0
2025-01-09_16:57:20.410;48.82;404;1493.0;60.0
2025-01-09_16:57:21.670;47.62;404;1482.7;60.0
2025-01-09_16:57:22.900;48.78;405;1479.0;60.0
2025-01-09_16:57:24.131;48.74;415;1493.4;60.0
2025-01-09_16:57:25.361;48.78;380;1482.8;60.0
2025-01-09_16:57:26.591;48.78;414;1491.6;60.0
2025-01-09_16:57:27.820;48.82;394;1488.2;60.0
2025-01-09_16:57:29.021;49.96;396;1475.4;60.0
2025-01-09_16:57:30.251;48.78;412;1481.9;60.0
2025-01-09_16:57:31.451;50.00;391;1491.8;60.0
2025-01-09_16:57:32.681;48.78;391;1486.6;60.0
2025-01-09_16:57:33.881;50.00;403;1486.5;60.0
2025-01-09_16:57:35.111;48.78;403;1483.5;60.0
2025-01-09_16:57:36.341;48.78;412;1479.7;60.0
2025-01-09_16:57:37.571;48.78;400;1483.6;60.0
2025-01-09_16:57:38.771;50.00;402;1492.3;60.0
2025-01-09_16:57:39.971;50.00;404;1478.5;60.0
2025-01-09_16:57:41.201;48.78;396;1489.3;60.0
2025-01-09_16:57:42.401;50.00;407;1483.8;60.0
2025-01-09_16:57:43.631;48.78;405;1478.0;60.0
2025-01-09_16:57:44.861;48.78;401;1475.7;60.0
2025-01-09_16:57:46.091;48.78;397;1476.2;60.0
2025-01-09_16:57:47.291;50.00;399;1483.7;60.0
2025-01-09_16:57:48.461;51.28;406;1474.7;60.0
2025-01-09_16:57:49.661;50.00;406;1474.7;60.0
2025-01-09_16:57:50.891;48.78;392;1479.0;60.0
2025-01-09_16:57:52.091;50.00;387;1484.0;60.0
2025-01-09_16:57:53.291;50.00;401;1488.5;60.0
2025-01-09_16:57:54.491;50.00;405;1482.8;60.0
2025-01-09_16:57:55.661;51.28;401;1481.4;60.0
2025-01-09_16:57:56.831;51.28;409;1482.1;60.0
2025-01-09_16:57:58.061;48.78;403;1476.0;60.0
2025-01-09_16:57:59.231;51.28;396;1477.0;60.0
2025-01-09_16:58:00.431;50.00;409;1480.1;60.0
2025-01-09_16:58:01.631;50.00;412;1487.8;60.0
2025-01-09_16:58:02.831;50.00;413;1486.6;60.0
2025-01-09_16:58:04.031;50.00;406;1490.1;60.0
2025-01-09_16:58:05.231;50.00;387;1480.0;60.0
2025-01-09_16:58:06.431;50.00;397;1485.8;60.0
2025-01-09_16:58:07.661;48.78;404;1483.9;60.0
2025-01-09_16:58:08.831;51.28;389;1489.3;60.0
2025-01-09_16:58:10.031;50.00;415;1491.5;60.0
2025-01-09_16:58:11.231;50.00;409;1486.1;60.0
2025-01-09_16:58:12.371;52.63;403;1485.2;60.0
2025-01-09_16:58:13.571;50.00;405;1481.7;60.0
2025-01-09_16:58:14.801;48.78;413;1479.7;60.0
2025-01-09_16:58:15.971;51.28;402;1484.3;60.0
2025-01-09_16:58:17.201;48.78;380;1485.7;60.0
2025-01-09_16:58:18.401;50.00;375;1494.6;60.0
2025-01-09_16:58:19.541;52.63;387;1492.9;60.0
2025-01-09_16:58:20.741;50.00;410;1492.1;60.0
2025-01-09_16:58:21.911;51.28;343;1492.0;60.0
2025-01-09_16:58:23.081;51.28;368;1488.0;60.0
2025-01-09_16:58:24.221;52.63;342;1490.3;60.0
2025-01-09_16:58:25.391;51.28;409;1495.7;60.0
2025-01-09_16:58:26.532;52.59;394;1485.8;60.0
2025-01-09_16:58:27.702;51.28;394;1487.0;60.0
2025-01-09_16:58:28.841;52.68;401;1477.0;60.0
2025-01-09_16:58:30.012;51.24;405;1478.3;60.0
2025-01-09_16:58:31.182;51.28;410;1488.3;60.0
2025-01-09_16:58:32.322;52.63;411;1488.2;60.0
2025-01-09_16:58:33.462;52.63;370;1487.4;60.0
2025-01-09_16:58:34.664;49.92;390;1495.3;60.0
2025-01-09_16:58:35.771;54.20;408;1496.6;60.0
2025-01-09_16:58:36.912;52.59;411;1482.3;60.0
2025-01-09_16:58:38.082;51.28;348;1495.7;60.0
2025-01-09_16:58:39.222;52.63;405;1486.7;60.0
2025-01-09_16:58:40.394;51.19;403;1488.6;60.0
2025-01-09_16:58:41.532;52.72;416;1490.1;60.0
2025-01-09_16:58:42.672;52.63;391;1481.2;60.0
2025-01-09_16:58:43.812;52.63;405;1482.7;60.0
2025-01-09_16:58:44.952;52.63;412;1478.9;60.0
2025-01-09_16:58:46.092;52.63;416;1480.8;60.0
2025-01-09_16:58:47.262;51.28;408;1483.5;60.0
2025-01-09_16:58:48.432;51.28;346;1495.0;60.0
2025-01-09_16:58:49.602;51.28;409;1492.7;60.0
2025-01-09_16:58:50.772;51.28;405;1491.1;60.0
2025-01-09_16:58:51.972;50.00;413;1485.1;60.0
2025-01-09_16:58:53.112;52.63;404;1476.7;60.0
2025-01-09_16:58:54.282;51.28;412;1486.6;60.0
2025-01-09_16:58:55.452;51.28;419;1485.2;60.0
2025-01-09_16:58:56.682;48.78;411;1490.5;60.0
2025-01-09_16:58:57.852;51.28;388;1493.4;60.0
2025-01-09_16:58:59.022;51.28;413;1483.9;60.0
2025-01-09_16:59:00.192;51.28;397;1497.3;60.0
2025-01-09_16:59:01.392;50.00;344;1498.9;60.0
2025-01-09_16:59:02.562;51.28;359;1499.2;60.0
2025-01-09_16:59:03.732;51.28;351;1495.5;60.0
2025-01-09_16:59:04.902;51.28;389;1496.5;60.0
2025-01-09_16:59:06.102;50.00;380;1494.9;60.0
2025-01-09_16:59:07.302;50.00;408;1494.7;60.0
2025-01-09_16:59:08.472;51.28;362;1495.0;60.0
2025-01-09_16:59:09.642;51.28;338;1491.4;60.0
2025-01-09_16:59:10.842;50.00;406;1496.3;60.0
2025-01-09_16:59:12.042;50.00;404;1491.8;60.0
2025-01-09_16:59:13.182;52.63;412;1484.9;60.0
2025-01-09_16:59:14.352;51.28;411;1490.6;60.0
2025-01-09_16:59:15.552;50.00;380;1495.9;60.0
2025-01-09_16:59:16.722;51.28;406;1495.1;60.0
2025-01-09_16:59:17.922;50.00;406;1492.0;60.0
2025-01-09_16:59:19.122;50.00;415;1490.2;60.0
2025-01-09_16:59:20.322;50.00;372;1495.2;60.0
2025-01-09_16:59:21.492;51.28;405;1492.7;60.0
2025-01-09_16:59:22.692;50.00;409;1484.4;60.0
2025-01-09_16:59:23.893;49.96;399;1496.9;60.0
2025-01-09_16:59:25.122;48.82;412;1493.2;60.0
2025-01-09_16:59:26.292;51.28;405;1497.7;60.0
2025-01-09_16:59:27.493;49.96;392;1491.0;60.0
2025-01-09_16:59:28.662;51.33;388;1486.0;60.0
2025-01-09_16:59:29.862;50.00;399;1489.3;60.0
2025-01-09_16:59:31.038;51.02;392;1501.0;60.0
2025-01-09_16:59:32.207;51.33;419;1492.8;60.0
2025-01-09_16:59:33.377;51.28;408;1488.2;60.0
2025-01-09_16:59:34.518;52.59;404;1484.3;60.0
2025-01-09_16:59:35.688;51.28;401;1486.8;60.0
2025-01-09_16:59:36.858;51.28;413;1494.3;60.0
2025-01-09_16:59:38.027;51.33;394;1491.6;60.0
2025-01-09_16:59:39.168;52.59;415;1495.5;60.0
2025-01-09_16:59:40.338;51.28;406;1495.5;60.0
2025-01-09_16:59:41.478;52.63;401;1491.7;60.0
2025-01-09_16:59:42.648;51.28;390;1489.2;60.0
2025-01-09_16:59:43.788;52.63;392;1490.7;60.0
2025-01-09_16:59:44.958;51.28;376;1491.5;60.0
2025-01-09_16:59:46.128;51.28;353;1495.9;60.0
2025-01-09_16:59:47.268;52.63;361;1499.2;60.0
2025-01-09_16:59:48.408;52.63;384;1489.0;60.0
2025-01-09_16:59:49.548;52.63;409;1490.0;60.0
2025-01-09_16:59:50.718;51.28;385;1497.2;60.0
2025-01-09_16:59:51.888;51.28;349;1498.4;60.0
2025-01-09_16:59:53.028;52.63;343;1497.0;60.0
2025-01-09_16:59:54.198;51.28;401;1491.4;60.0
2025-01-09_16:59:55.338;52.63;347;1495.3;60.0
2025-01-09_16:59:56.478;52.63;368;1495.3;60.0
2025-01-09_16:59:57.648;51.28;395;1487.8;60.0
2025-01-09_16:59:58.758;54.05;414;1489.0;60.0
2025-01-09_16:59:59.898;52.63;374;1495.6;60.0
2025-01-09_17:00:01.038;52.63;378;1498.6;60.0
2025-01-09_17:00:02.178;52.63;373;1498.2;60.0
2025-01-09_17:00:03.318;52.63;398;1495.3;60.0
2025-01-09_17:00:04.488;51.28;415;1493.6;60.0
2025-01-09_17:00:05.628;52.63;397;1493.2;60.0
2025-01-09_17:00:06.768;52.63;397;1494.6;60.0
2025-01-09_17:00:07.908;52.63;404;1492.6;60.0
2025-01-09_17:00:09.018;54.05;405;1494.7;60.0
2025-01-09_17:00:10.218;50.00;405;1496.6;60.0
2025-01-09_17:00:11.358;52.63;383;1494.7;60.0
2025-01-09_17:00:12.498;52.63;365;1493.4;60.0
2025-01-09_17:00:13.639;52.59;388;1491.7;60.0
2025-01-09_17:00:14.778;52.68;415;1491.8;60.0
2025-01-09_17:00:15.948;51.28;402;1490.9;60.0
2025-01-09_17:00:17.088;52.63;408;1480.3;60.0
2025-01-09_17:00:18.228;52.63;412;1493.7;60.0
2025-01-09_17:00:19.399;51.24;412;1493.6;60.0
2025-01-09_17:00:20.538;52.68;408;1487.6;60.0
2025-01-09_17:00:21.708;51.28;417;1497.1;60.0
2025-01-09_17:00:22.878;51.28;397;1498.7;60.0
2025-01-09_17:00:24.049;51.24;389;1499.4;60.0
2025-01-09_17:00:25.188;52.68;401;1491.5;60.0
2025-01-09_17:00:26.358;51.28;411;1484.5;60.0
2025-01-09_17:00:27.530;51.19;400;1490.2;60.0
2025-01-09_17:00:28.758;48.86;404;1487.2;60.0
2025-01-09_17:00:29.929;51.24;410;1489.2;60.0
2025-01-09_17:00:31.128;50.04;405;1493.1;60.0
2025-01-09_17:00:32.328;50.00;415;1484.4;60.0
2025-01-09_17:00:33.529;49.96;401;1493.4;60.0
2025-01-09_17:00:34.729;50.00;387;1480.5;60.0
2025-01-09_17:00:35.928;50.04;395;1484.3;60.0
2025-01-09_17:00:37.098;51.28;398;1484.2;60.0
2025-01-09_17:00:38.328;48.78;384;1487.2;60.0
2025-01-09_17:00:39.529;49.96;402;1490.3;60.0
2025-01-09_17:00:40.698;51.33;408;1480.1;60.0
2025-01-09_17:00:41.845;52.31;402;1484.9;60.0
2025-01-09_17:00:43.014;51.33;406;1482.3;60.0
2025-01-09_17:00:44.214;50.00;384;1488.5;60.0
2025-01-09_17:00:45.383;51.33;405;1476.5;60.0
2025-01-09_17:00:46.554;51.24;392;1479.3;60.0
2025-01-09_17:00:47.694;52.63;412;1444.2;60.0
2025-01-09_17:00:48.864;51.28;393;1485.2;60.0
2025-01-09_17:00:50.004;52.63;405;1487.6;60.0
2025-01-09_17:00:51.114;54.05;400;1476.8;60.0
2025-01-09_17:00:52.284;51.28;404;1483.3;60.0
2025-01-09_17:00:53.394;54.05;397;1480.7;60.0
2025-01-09_17:00:54.504;54.05;398;1475.4;60.0
2025-01-09_17:00:55.674;51.28;415;1470.0;60.0
2025-01-09_17:00:56.784;54.05;407;1485.4;60.0
2025-01-09_17:00:57.894;54.05;406;1480.4;60.0
2025-01-09_17:00:59.004;54.05;406;1479.4;60.0
2025-01-09_17:01:00.144;52.63;410;1468.3;60.0
2025-01-09_17:01:01.254;54.05;407;1479.5;60.0
2025-01-09_17:01:02.364;54.05;398;1476.8;60.0
2025-01-09_17:01:03.474;54.05;395;1478.7;60.0
