TIMESTAMP;PULL_CADENCE;MAX_POWER;MAX_SPEED;MAX_TORQUE
2025-01-09_16:44:26.178;50.00;203;1012.2;40.0
2025-01-09_16:44:27.438;47.62;198;993.8;40.0
2025-01-09_16:44:28.578;52.63;226;1059.6;40.0
2025-01-09_16:44:29.808;48.78;239;1132.9;40.0
2025-01-09_16:44:31.008;50.00;210;1007.9;40.0
2025-01-09_16:44:32.208;50.00;211;1064.9;40.0
2025-01-09_16:44:33.378;51.28;230;1081.0;40.0
2025-01-09_16:44:34.548;51.28;226;1068.4;40.0
2025-01-09_16:44:35.719;51.24;227;1103.2;40.0
2025-01-09_16:44:36.918;50.04;216;1042.3;40.0
2025-01-09_16:44:38.028;54.05;208;981.6;40.0
2025-01-09_16:44:39.198;51.28;221;1052.3;40.0
2025-01-09_16:44:40.338;52.63;225;1082.8;40.0
2025-01-09_16:44:41.478;52.63;213;1026.9;40.0
2025-01-09_16:44:42.648;51.28;219;1061.8;40.0
2025-01-09_16:44:43.758;54.05;228;1091.5;40.0
2025-01-09_16:44:44.928;51.28;218;1077.1;40.0
2025-01-09_16:44:46.038;54.05;240;1153.2;40.0
2025-01-09_16:44:47.208;51.28;218;1044.9;40.0
2025-01-09_16:44:48.318;54.05;231;1128.8;40.0
2025-01-09_16:44:49.458;52.63;227;1090.8;40.0
2025-01-09_16:44:50.598;52.63;226;1136.6;40.0
2025-01-09_16:44:51.738;52.63;225;1102.0;40.0
2025-01-09_16:44:52.878;52.63;231;1103.9;40.0
2025-01-09_16:44:54.018;52.63;237;1137.7;40.0
2025-01-09_16:44:55.158;52.63;226;1093.7;40.0
2025-01-09_16:44:56.298;52.63;225;1122.8;40.0
2025-01-09_16:44:57.438;52.63;233;1149.6;40.0
2025-01-09_16:44:58.578;52.63;228;1104.8;40.0
2025-01-09_16:44:59.688;54.05;247;1206.6;40.0
2025-01-09_16:45:00.798;54.05;241;1208.0;40.0
2025-01-09_16:45:01.908;54.05;248;1213.4;40.0
2025-01-09_16:45:03.288;43.48;213;1122.3;40.0
2025-01-09_16:45:03.468;0.00;4;0.2;40.0
2025-01-09_16:45:04.908;41.67;194;988.1;40.0
2025-01-09_16:45:06.108;50.00;209;1036.6;40.0
2025-01-09_16:45:07.278;51.28;239;1160.1;40.0
2025-01-09_16:45:08.448;51.28;238;1133.0;40.0
2025-01-09_16:45:09.618;51.28;232;1117.8;40.0
2025-01-09_16:45:10.818;50.00;222;1073.7;40.0
2025-01-09_16:45:11.958;52.63;231;1101.5;40.0
2025-01-09_16:45:13.128;51.28;228;1100.3;40.0
2025-01-09_16:45:14.298;51.28;236;1128.5;40.0
2025-01-09_16:45:15.498;50.00;232;1144.3;40.0
2025-01-09_16:45:16.668;51.28;239;1166.2;40.0
2025-01-09_16:45:17.838;51.28;236;1171.2;40.0
2025-01-09_16:45:19.008;51.28;237;1173.4;40.0
2025-01-09_16:45:20.208;50.00;210;1098.3;40.0
2025-01-09_16:45:21.378;51.28;231;1147.7;40.0
2025-01-09_16:45:22.518;52.63;248;1174.2;40.0
2025-01-09_16:45:23.688;51.28;231;1163.3;40.0
2025-01-09_16:45:24.858;51.28;243;1148.9;40.0
2025-01-09_16:45:25.998;52.63;249;1206.1;40.0
2025-01-09_16:45:27.168;51.28;240;1159.1;40.0
2025-01-09_16:45:28.308;52.63;236;1177.7;40.0
2025-01-09_16:45:29.478;51.28;236;1135.3;40.0
2025-01-09_16:45:30.589;54.01;241;1162.5;40.0
2025-01-09_16:45:31.729;52.63;239;1165.0;40.0
2025-01-09_16:45:32.899;51.28;229;1141.7;40.0
2025-01-09_16:45:34.039;52.63;232;1155.0;40.0
2025-01-09_16:45:35.209;51.28;234;1130.7;40.0
2025-01-09_16:45:36.378;51.33;239;1167.9;40.0
2025-01-09_16:45:37.549;51.24;247;1195.9;40.0
2025-01-09_16:45:38.719;51.28;231;1134.6;40.0
2025-01-09_16:45:39.829;54.05;238;1174.2;40.0
2025-01-09_16:45:40.999;51.28;235;1136.8;40.0
2025-01-09_16:45:42.199;50.00;229;1159.6;40.0
2025-01-09_16:45:43.339;52.63;238;1182.9;40.0
2025-01-09_16:45:44.509;51.28;234;1149.6;40.0
2025-01-09_16:45:45.619;54.05;237;1174.2;40.0
2025-01-09_16:45:46.789;51.28;233;1110.9;40.0
2025-01-09_16:45:47.934;52.40;239;1133.7;40.0
2025-01-09_16:45:49.104;51.28;224;1124.4;40.0
2025-01-09_16:45:50.274;51.28;244;1188.8;40.0
2025-01-09_16:45:51.414;52.63;240;1140.9;40.0
2025-01-09_16:45:52.554;52.63;241;1206.7;40.0
2025-01-09_16:45:53.724;51.28;237;1142.9;40.0
2025-01-09_16:45:54.864;52.63;252;1245.9;40.0
2025-01-09_16:45:55.974;54.05;246;1183.2;40.0
2025-01-09_16:45:57.114;52.63;232;1174.7;40.0
2025-01-09_16:45:58.284;51.28;228;1131.2;40.0
2025-01-09_16:45:59.454;51.28;229;1169.8;40.0
2025-01-09_16:46:00.624;51.28;231;1128.6;40.0
2025-01-09_16:46:01.764;52.63;250;1200.3;40.0
2025-01-09_16:46:02.904;52.63;257;1255.8;40.0
2025-01-09_16:46:04.074;51.28;253;1214.8;40.0
2025-01-09_16:46:05.244;51.28;235;1163.0;40.0
2025-01-09_16:46:06.385;52.59;268;1300.6;40.0
2025-01-09_16:46:07.554;51.33;245;1185.6;40.0
2025-01-09_16:46:08.664;54.05;268;1309.2;40.0
2025-01-09_16:46:09.864;50.00;240;1161.5;40.0
2025-01-09_16:46:11.004;52.63;274;1306.0;40.0
2025-01-09_16:46:12.114;54.05;253;1217.9;40.0
2025-01-09_16:46:13.254;52.63;230;1112.0;40.0
2025-01-09_16:46:14.394;52.63;241;1200.3;40.0
2025-01-09_16:46:15.534;52.63;241;1172.8;40.0
2025-01-09_16:46:16.674;52.63;245;1259.7;40.0
2025-01-09_16:46:17.874;50.00;223;1112.0;40.0
2025-01-09_16:46:19.044;51.28;234;1189.9;40.0
2025-01-09_16:46:20.214;51.28;231;1113.2;40.0
2025-01-09_16:46:21.354;52.63;254;1248.7;40.0
2025-01-09_16:46:22.554;50.00;265;1292.9;40.0
2025-01-09_16:46:23.754;50.00;249;1214.0;40.0
2025-01-09_16:46:24.924;51.28;234;1185.5;40.0
2025-01-09_16:46:26.124;50.00;273;1322.5;40.0
2025-01-09_16:46:27.324;50.00;281;1353.5;40.0
2025-01-09_16:46:28.494;51.28;282;1329.9;40.0
2025-01-09_16:46:29.694;50.00;258;1214.3;40.0
2025-01-09_16:46:30.895;49.96;244;1164.5;40.0
2025-01-09_16:46:32.095;50.00;258;1222.4;40.0
2025-01-09_16:46:33.265;51.28;260;1240.4;40.0
2025-01-09_16:46:34.465;50.00;251;1192.3;40.0
2025-01-09_16:46:35.635;51.28;245;1195.3;40.0
2025-01-09_16:46:36.805;51.28;230;1127.1;40.0
2025-01-09_16:46:37.975;51.28;240;1140.4;40.0
2025-01-09_16:46:39.145;51.28;248;1210.0;40.0
2025-01-09_16:46:40.315;51.28;249;1195.9;40.0
2025-01-09_16:46:41.515;50.00;241;1148.3;40.0
2025-01-09_16:46:42.655;52.63;252;1224.1;40.0
2025-01-09_16:46:43.825;51.28;244;1172.5;40.0
2025-01-09_16:46:44.995;51.28;239;1209.7;40.0
2025-01-09_16:46:46.165;51.28;252;1218.7;40.0
2025-01-09_16:46:47.275;54.05;262;1293.5;40.0
2025-01-09_16:46:48.475;50.00;248;1199.4;40.0
2025-01-09_16:46:49.615;52.63;261;1254.9;40.0
2025-01-09_16:46:50.755;52.63;259;1241.8;40.0
2025-01-09_16:46:51.865;54.05;257;1226.7;40.0
2025-01-09_16:46:53.005;52.63;260;1253.6;40.0
2025-01-09_16:46:54.115;54.05;269;1308.6;40.0
2025-01-09_16:46:55.255;52.63;257;1241.9;40.0
2025-01-09_16:46:56.335;55.56;277;1323.5;40.0
2025-01-09_16:46:57.445;54.05;268;1307.4;40.0
2025-01-09_16:46:58.555;54.05;282;1377.8;40.0
2025-01-09_16:46:59.665;54.05;273;1320.0;40.0
2025-01-09_16:47:00.775;54.05;261;1297.5;40.0
2025-01-09_16:47:01.915;52.63;249;1206.3;40.0
2025-01-09_16:47:03.055;52.63;270;1291.0;40.0
2025-01-09_16:47:04.195;52.63;254;1220.5;40.0
2025-01-09_16:47:05.305;54.05;266;1281.7;40.0
2025-01-09_16:47:06.445;52.63;270;1322.1;40.0
2025-01-09_16:47:07.526;55.50;275;1370.0;40.0
2025-01-09_16:47:08.665;52.68;265;1285.1;40.0
2025-01-09_16:47:09.805;52.63;253;1233.4;40.0
2025-01-09_16:47:10.945;52.63;272;1315.9;40.0
2025-01-09_16:47:12.025;55.56;269;1305.7;40.0
2025-01-09_16:47:13.135;54.05;266;1284.5;40.0
2025-01-09_16:47:14.216;55.50;270;1280.1;40.0
2025-01-09_16:47:15.355;52.68;260;1245.3;40.0
2025-01-09_16:47:16.495;52.63;269;1310.7;40.0
2025-01-09_16:47:17.635;52.63;256;1270.4;40.0
2025-01-09_16:47:18.806;51.24;256;1227.8;40.0
2025-01-09_16:47:19.946;52.63;264;1286.3;40.0
2025-01-09_16:47:21.115;51.33;256;1243.8;40.0
2025-01-09_16:47:22.286;51.24;270;1306.7;40.0
2025-01-09_16:47:23.426;52.63;268;1294.7;40.0
2025-01-09_16:47:24.596;51.28;295;1408.1;40.0
2025-01-09_16:47:25.706;54.05;274;1313.2;40.0
2025-01-09_16:47:26.786;55.56;269;1288.4;40.0
2025-01-09_16:47:27.926;52.63;266;1268.9;40.0
2025-01-09_16:47:29.036;54.05;265;1288.5;40.0
2025-01-09_16:47:30.116;55.56;286;1383.9;40.0
2025-01-09_16:47:31.256;52.63;262;1286.3;40.0
2025-01-09_16:47:32.366;54.05;274;1331.1;40.0
2025-01-09_16:47:33.506;52.63;259;1247.9;40.0
2025-01-09_16:47:34.706;50.00;264;1311.3;40.0
2025-01-09_16:47:35.846;52.63;265;1283.1;40.0
2025-01-09_16:47:36.986;52.63;273;1308.8;40.0
2025-01-09_16:47:38.096;54.05;278;1338.2;40.0
2025-01-09_16:47:39.236;52.63;278;1338.6;40.0
2025-01-09_16:47:40.376;52.63;281;1365.1;40.0
2025-01-09_16:47:41.516;52.63;271;1296.1;40.0
2025-01-09_16:47:42.686;51.28;258;1291.2;40.0
2025-01-09_16:47:43.856;51.28;285;1378.8;40.0
2025-01-09_16:47:45.026;51.28;291;1463.9;40.0
2025-01-09_16:47:46.196;51.28;275;1330.1;40.0
2025-01-09_16:47:47.366;51.28;276;1325.0;40.0
2025-01-09_16:47:48.506;52.63;295;1413.7;40.0
2025-01-09_16:47:49.646;52.63;272;1291.5;40.0
2025-01-09_16:47:50.786;52.63;287;1381.0;40.0
2025-01-09_16:47:51.956;51.28;279;1338.2;40.0
2025-01-09_16:47:53.126;51.28;268;1286.5;40.0
2025-01-09_16:47:54.331;49.79;253;1224.5;40.0
2025-01-09_16:47:55.561;48.78;259;1258.5;40.0
2025-01-09_16:47:56.761;50.00;279;1348.7;40.0
2025-01-09_16:47:57.931;51.28;284;1371.0;40.0
2025-01-09_16:47:59.131;50.00;289;1398.4;40.0
2025-01-09_16:48:00.331;50.00;288;1385.8;40.0
2025-01-09_16:48:01.531;50.00;273;1308.8;40.0
2025-01-09_16:48:02.731;50.00;286;1365.8;40.0
2025-01-09_16:48:03.901;51.28;281;1353.8;40.0
2025-01-09_16:48:05.071;51.28;304;1441.2;40.0
2025-01-09_16:48:06.211;52.63;270;1292.8;40.0
2025-01-09_16:48:07.381;51.28;271;1304.2;40.0
2025-01-09_16:48:08.522;52.59;248;1198.4;40.0
2025-01-09_16:48:09.661;52.68;263;1276.2;40.0
2025-01-09_16:48:10.833;51.19;271;1326.5;40.0
2025-01-09_16:48:12.002;51.33;275;1320.9;40.0
2025-01-09_16:48:13.141;52.68;278;1324.1;40.0
2025-01-09_16:48:14.311;51.28;287;1373.3;40.0
2025-01-09_16:48:15.452;52.59;278;1319.9;40.0
2025-01-09_16:48:16.622;51.28;278;1354.2;40.0
2025-01-09_16:48:17.822;50.00;292;1402.3;40.0
2025-01-09_16:48:18.962;52.63;269;1288.4;40.0
2025-01-09_16:48:20.102;52.63;276;1329.1;40.0
2025-01-09_16:48:21.242;52.63;271;1307.2;40.0
2025-01-09_16:48:22.412;51.28;283;1365.1;40.0
2025-01-09_16:48:23.522;54.05;292;1383.8;40.0
2025-01-09_16:48:24.662;52.63;280;1339.2;40.0
2025-01-09_16:48:25.802;52.63;283;1357.0;40.0
2025-01-09_16:48:26.942;52.63;260;1288.8;40.0
2025-01-09_16:48:28.082;52.63;263;1304.4;40.0
2025-01-09_16:48:29.222;52.63;266;1306.8;40.0
2025-01-09_16:48:30.392;51.28;269;1306.8;40.0
2025-01-09_16:48:31.562;51.28;269;1281.4;40.0
2025-01-09_16:48:32.702;52.63;267;1291.2;40.0
2025-01-09_16:48:33.872;51.28;259;1263.6;40.0
2025-01-09_16:48:35.042;51.28;261;1268.9;40.0
2025-01-09_16:48:36.212;51.28;276;1299.2;40.0
2025-01-09_16:48:37.352;52.63;277;1360.2;40.0
2025-01-09_16:48:38.492;52.63;263;1279.1;40.0
2025-01-09_16:48:39.632;52.63;275;1333.8;40.0
2025-01-09_16:48:40.772;52.63;269;1313.0;40.0
2025-01-09_16:48:41.882;54.05;269;1308.8;40.0
2025-01-09_16:48:43.022;52.63;269;1300.8;40.0
2025-01-09_16:48:44.162;52.63;286;1382.8;40.0
2025-01-09_16:48:45.302;52.63;281;1362.2;40.0
2025-01-09_16:48:46.412;54.05;281;1373.2;40.0
2025-01-09_16:48:47.552;52.63;283;1378.3;40.0
2025-01-09_16:48:48.692;52.63;273;1320.1;40.0
2025-01-09_16:48:49.833;52.59;277;1337.6;40.0
2025-01-09_16:48:50.972;52.68;281;1373.1;40.0
2025-01-09_16:48:52.112;52.63;282;1388.9;40.0
2025-01-09_16:48:53.252;52.63;287;1397.8;40.0
2025-01-09_16:48:54.364;53.96;294;1398.1;40.0
2025-01-09_16:48:55.472;54.15;283;1378.2;40.0
2025-01-09_16:48:56.612;52.63;290;1407.7;40.0
2025-01-09_16:48:57.727;53.81;278;1346.4;40.0
2025-01-09_16:48:58.867;52.63;293;1410.0;40.0
2025-01-09_16:48:59.978;54.01;281;1369.9;40.0
2025-01-09_16:49:01.117;52.68;283;1355.0;40.0
2025-01-09_16:49:02.257;52.63;281;1362.2;40.0
2025-01-09_16:49:03.398;52.59;272;1316.2;40.0
2025-01-09_16:49:04.537;52.68;282;1357.4;40.0
2025-01-09_16:49:05.708;51.24;268;1301.4;40.0
2025-01-09_16:49:06.817;54.10;271;1307.9;40.0
2025-01-09_16:49:07.957;52.63;286;1364.0;40.0
2025-01-09_16:49:09.128;51.24;291;1402.1;40.0
2025-01-09_16:49:10.268;52.63;298;1429.0;40.0
2025-01-09_16:49:11.437;51.33;286;1380.1;40.0
2025-01-09_16:49:12.548;54.01;293;1420.9;40.0
2025-01-09_16:49:13.688;52.63;299;1454.6;40.0
2025-01-09_16:49:14.828;52.63;292;1399.3;40.0
2025-01-09_16:49:15.968;52.63;301;1448.7;40.0
2025-01-09_16:49:17.108;52.63;295;1410.4;40.0
2025-01-09_16:49:18.248;52.63;288;1408.2;40.0
2025-01-09_16:49:19.418;51.28;275;1335.0;40.0
2025-01-09_16:49:20.558;52.63;270;1338.1;40.0
2025-01-09_16:49:21.728;51.28;289;1382.0;40.0
2025-01-09_16:49:22.898;51.28;257;1249.9;40.0
2025-01-09_16:49:24.038;52.63;279;1330.6;40.0
2025-01-09_16:49:25.178;52.63;267;1274.1;40.0
2025-01-09_16:49:26.318;52.63;276;1329.1;40.0
2025-01-09_16:49:27.428;54.05;278;1331.7;40.0
2025-01-09_16:49:28.568;52.63;282;1371.0;40.0
2025-01-09_16:49:29.708;52.63;282;1354.9;40.0
2025-01-09_16:49:30.848;52.63;266;1262.9;40.0
2025-01-09_16:49:31.988;52.63;275;1317.0;40.0
2025-01-09_16:49:33.128;52.63;262;1262.0;40.0
2025-01-09_16:49:34.298;51.28;267;1286.1;40.0
2025-01-09_16:49:35.408;54.05;274;1308.2;40.0
2025-01-09_16:49:36.518;54.05;286;1377.0;40.0
2025-01-09_16:49:37.628;54.05;279;1322.1;40.0
2025-01-09_16:49:38.768;52.63;286;1376.9;40.0
2025-01-09_16:49:39.878;54.05;293;1410.5;40.0
2025-01-09_16:49:40.988;54.05;293;1423.6;40.0
2025-01-09_16:49:42.129;52.59;280;1340.5;40.0
2025-01-09_16:49:43.238;54.10;285;1387.4;40.0
2025-01-09_16:49:44.318;55.56;290;1399.8;40.0
2025-01-09_16:49:45.429;54.01;280;1338.4;40.0
2025-01-09_16:49:46.508;55.61;285;1364.4;40.0
2025-01-09_16:49:47.618;54.05;287;1382.4;40.0
2025-01-09_16:49:48.728;54.05;282;1356.0;40.0
2025-01-09_16:49:49.808;55.56;286;1367.2;40.0
2025-01-09_16:49:50.918;54.05;287;1375.2;40.0
2025-01-09_16:49:52.058;52.63;299;1468.9;40.0
2025-01-09_16:49:53.228;51.28;290;1402.1;40.0
2025-01-09_16:49:54.368;52.63;283;1337.6;40.0
2025-01-09_16:49:55.448;55.56;278;1329.9;40.0
2025-01-09_16:49:56.588;52.63;290;1381.0;40.0
2025-01-09_16:49:57.698;54.05;285;1368.2;40.0
2025-01-09_16:49:58.808;54.05;286;1373.9;40.0
2025-01-09_16:49:59.948;52.63;298;1452.3;40.0
2025-01-09_16:50:01.089;52.59;296;1423.3;40.0
2025-01-09_16:50:02.289;50.00;295;1406.3;40.0
2025-01-09_16:50:03.429;52.63;302;1450.7;40.0
2025-01-09_16:50:04.568;52.68;298;1408.3;40.0
2025-01-09_16:50:05.769;49.96;294;1430.8;40.0
2025-01-09_16:50:06.909;52.63;296;1395.8;40.0
2025-01-09_16:50:08.049;52.63;297;1443.8;40.0
2025-01-09_16:50:09.189;52.63;304;1465.5;40.0
2025-01-09_16:50:10.389;50.00;295;1416.9;40.0
2025-01-09_16:50:11.529;52.63;301;1459.2;40.0
2025-01-09_16:50:12.699;51.28;291;1467.0;40.0
2025-01-09_16:50:13.809;54.05;300;1436.4;40.0
2025-01-09_16:50:15.009;50.00;296;1432.2;40.0
2025-01-09_16:50:16.239;48.78;290;1413.8;40.0
2025-01-09_16:50:17.469;48.78;296;1427.9;40.0
2025-01-09_16:50:18.669;50.00;289;1401.0;40.0
2025-01-09_16:50:19.869;50.00;285;1466.4;40.0
2025-01-09_16:50:21.069;50.00;282;1393.3;40.0
2025-01-09_16:50:22.299;48.78;294;1419.4;40.0
2025-01-09_16:50:23.529;48.78;277;1356.8;40.0
2025-01-09_16:50:24.699;51.28;286;1400.5;40.0
2025-01-09_16:50:25.899;50.00;278;1351.7;40.0
2025-01-09_16:50:27.099;50.00;289;1402.5;40.0
2025-01-09_16:50:28.300;49.96;286;1378.9;40.0
2025-01-09_16:50:29.469;51.33;288;1391.6;40.0
2025-01-09_16:50:30.699;48.78;279;1337.4;40.0
2025-01-09_16:50:31.899;50.00;287;1397.1;40.0
2025-01-09_16:50:33.129;48.78;297;1432.0;40.0
2025-01-09_16:50:34.329;50.00;291;1415.2;40.0
2025-01-09_16:50:35.559;48.78;294;1405.7;40.0
2025-01-09_16:50:36.759;50.00;281;1369.6;40.0
2025-01-09_16:50:37.989;48.78;296;1471.3;40.0
2025-01-09_16:50:39.219;48.78;281;1371.2;40.0
2025-01-09_16:50:40.449;48.78;277;1344.0;40.0
2025-01-09_16:50:41.619;51.28;299;1429.5;40.0
2025-01-09_16:50:42.849;48.78;278;1341.4;40.0
2025-01-09_16:50:44.049;50.00;308;1453.3;40.0
2025-01-09_16:50:45.250;49.96;292;1415.6;40.0
2025-01-09_16:50:46.479;48.82;293;1394.4;40.0
2025-01-09_16:50:47.679;50.00;296;1467.0;40.0
2025-01-09_16:50:48.879;50.00;278;1473.8;40.0
2025-01-09_16:50:50.079;50.00;290;1407.4;40.0
2025-01-09_16:50:51.280;49.96;301;1457.0;40.0
2025-01-09_16:50:52.479;50.04;305;1475.0;40.0
2025-01-09_16:50:53.709;48.78;292;1471.8;40.0
2025-01-09_16:50:54.909;50.00;295;1475.6;40.0
2025-01-09_16:50:56.139;48.78;297;1412.4;40.0
2025-01-09_16:50:57.309;51.28;299;1443.6;40.0
2025-01-09_16:50:58.539;48.78;303;1446.9;40.0
2025-01-09_16:50:59.739;50.00;299;1446.3;40.0
2025-01-09_16:51:00.939;50.00;292;1401.5;40.0
2025-01-09_16:51:02.169;48.78;304;1461.6;40.0
2025-01-09_16:51:03.369;50.00;289;1375.8;40.0
2025-01-09_16:51:04.569;50.00;305;1468.9;40.0
2025-01-09_16:51:05.830;47.58;299;1466.1;40.0
2025-01-09_16:51:07.060;48.78;296;1431.6;40.0
2025-01-09_16:51:08.260;50.00;299;1471.6;40.0
2025-01-09_16:51:09.520;47.62;299;1470.2;40.0
2025-01-09_16:51:10.750;48.78;294;1474.9;40.0
2025-01-09_16:51:11.950;50.00;295;1466.5;40.0
2025-01-09_16:51:13.150;50.00;290;1474.0;40.0
2025-01-09_16:51:14.350;50.00;288;1367.4;40.0
2025-01-09_16:51:15.520;51.28;298;1433.3;40.0
2025-01-09_16:51:16.720;50.00;293;1418.9;40.0
2025-01-09_16:51:17.920;50.00;287;1477.5;40.0
2025-01-09_16:51:19.120;50.00;296;1420.6;40.0
2025-01-09_16:51:20.320;50.00;298;1470.0;40.0
2025-01-09_16:51:21.550;48.78;299;1438.9;40.0
2025-01-09_16:51:22.720;51.28;300;1472.6;40.0
2025-01-09_16:51:23.920;50.00;296;1425.1;40.0
2025-01-09_16:51:25.120;50.00;290;1464.7;40.0
2025-01-09_16:51:26.290;51.28;293;1479.3;40.0
2025-01-09_16:51:27.520;48.78;306;1477.6;40.0
2025-01-09_16:51:28.720;50.00;297;1484.1;40.0
2025-01-09_16:51:29.920;50.00;298;1471.1;40.0
2025-01-09_16:51:31.150;48.78;300;1428.9;40.0
2025-01-09_16:51:32.350;50.00;304;1472.5;40.0
2025-01-09_16:51:33.550;50.00;298;1470.7;40.0
2025-01-09_16:51:34.750;50.00;296;1467.5;40.0
2025-01-09_16:51:35.920;51.28;302;1485.6;40.0
2025-01-09_16:51:37.120;50.00;301;1485.9;40.0
2025-01-09_16:51:38.350;48.78;286;1479.3;39.99999999999999
2025-01-09_16:51:39.550;50.00;298;1482.3;40.01189060642092
2025-01-09_16:51:40.750;50.00;283;1477.5;40.0475624256837
2025-01-09_16:51:41.950;50.00;299;1465.6;40.10701545778834
2025-01-09_16:51:43.150;50.00;286;1470.5;40.19024970273483
2025-01-09_16:51:44.361;49.55;297;1478.0;40.428061831153386
2025-01-09_16:51:45.560;50.04;301;1483.8;40.582639714625444
2025-01-09_16:51:46.760;50.00;304;1467.6;40.760998810939356
2025-01-09_16:51:48.021;47.58;299;1434.3;40.96313912009512
2025-01-09_16:51:49.220;50.04;305;1464.2;41.18906064209274
2025-01-09_16:51:50.420;50.00;307;1469.5;41.71224732461356
2025-01-09_16:51:51.680;47.62;307;1483.9;42.00951248513674
2025-01-09_16:51:52.910;48.78;298;1477.0;42.33055885850178
2025-01-09_16:51:54.170;47.62;307;1472.6;42.67538644470868
2025-01-09_16:51:55.401;48.74;296;1476.6;43.43638525564804
2025-01-09_16:51:56.660;47.66;311;1468.7;43.8525564803805
