TIMESTAMP;POSITION;SPEED;LOAD;POWER;TORQUEREF
2024-11-11 10:19:58.817184;249630575;1479.2;19.9;90;30
2024-11-11 10:19:58.867170;249713771;1511.6;20.3;95;40
2024-11-11 10:19:58.917195;249792082;1377.2;19.6;76;40
2024-11-11 10:19:58.967196;249862704;944.2;19.9;47;38
2024-11-11 10:19:59.017242;249900488;317.3;19.2;10;26
2024-11-11 10:19:59.067210;249908242;-139.1;25.2;-34;24
2024-11-11 10:19:59.117188;249882151;-983.0;28.0;-93;32
2024-11-11 10:19:59.167158;249817605;-1325.6;36.9;-120;40
2024-11-11 10:19:59.217229;249753517;-1060.6;40.2;-102;40
2024-11-11 10:19:59.267230;249696039;-959.2;38.2;-91;38
2024-11-11 10:19:59.317249;249646993;-876.5;34.0;-80;32
2024-11-11 10:19:59.367182;249594892;-899.5;27.8;-69;26
2024-11-11 10:19:59.417201;249544762;-1002.6;21.2;-58;19
2024-11-11 10:19:59.467225;249485243;-1044.3;13.9;-32;12
2024-11-11 10:19:59.517414;249440832;-222.1;12.1;5;10
2024-11-11 10:19:59.572539;249441446;304.3;10.3;16;10
2024-11-11 10:19:59.622217;249466052;668.0;9.7;24;10
2024-11-11 10:19:59.672232;249509728;994.6;13.2;52;15
2024-11-11 10:19:59.722229;249569447;1329.0;17.9;80;23
2024-11-11 10:19:59.772243;249647637;1475.2;19.9;91;32
2024-11-11 10:19:59.822257;249724831;1410.8;19.6;82;40
2024-11-11 10:19:59.872341;249799960;1109.5;19.6;60;40
2024-11-11 10:19:59.922332;249850910;663.9;19.4;35;40
2024-11-11 10:19:59.972287;249881426;246.3;19.6;7;32
2024-11-11 10:20:00.022342;249886776;-143.9;30.9;-32;31
2024-11-11 10:20:00.072264;249865264;-854.9;34.0;-93;37
2024-11-11 10:20:00.122223;249813167;-1258.0;39.1;-136;40
2024-11-11 10:20:00.172240;249739486;-1336.6;39.8;-141;40
2024-11-11 10:20:00.222257;249669960;-1256.8;36.5;-123;35
2024-11-11 10:20:00.272249;249597023;-1281.7;29.2;-99;26
2024-11-11 10:20:00.322249;249528191;-1206.6;19.6;-56;17
2024-11-11 10:20:00.372217;249465518;-596.5;13.2;-6;10
2024-11-11 10:20:00.422247;249448532;30.8;10.1;4;10
2024-11-11 10:20:00.472257;249453492;278.6;9.9;16;10
2024-11-11 10:20:00.522329;249475879;601.6;10.3;22;11
2024-11-11 10:20:00.572387;249513214;804.2;13.9;47;16
2024-11-11 10:20:00.622294;249563102;1200.0;18.1;77;22
2024-11-11 10:20:00.672338;249635798;1388.3;19.6;84;31
2024-11-11 10:20:00.722262;249708463;1395.1;20.1;85;40
2024-11-11 10:20:00.772263;249784787;1203.4;19.9;67;40
2024-11-11 10:20:00.822240;249841964;795.8;19.4;41;40
2024-11-11 10:20:00.872263;249879143;355.6;19.4;14;33
2024-11-11 10:20:00.922285;249889601;-10.1;31.4;-2;30
2024-11-11 10:20:00.972378;249880494;-519.0;31.6;-63;32
2024-11-11 10:20:01.022989;249842372;-1093.8;36.0;-111;40
2024-11-11 10:20:01.072272;249778910;-1169.0;40.0;-122;40
2024-11-11 10:20:01.122269;249717358;-1184.4;39.8;-121;40
2024-11-11 10:20:01.172272;249651533;-1065.7;35.1;-101;33
2024-11-11 10:20:01.222747;249593142;-1170.6;27.8;-93;25
2024-11-11 10:20:01.272780;249521607;-1316.9;19.6;-59;17
2024-11-11 10:20:01.322236;249459231;-604.2;12.8;-9;10
2024-11-11 10:20:01.372247;249435506;-22.7;10.3;5;10
2024-11-11 10:20:01.422404;249439645;257.6;9.9;13;10
2024-11-11 10:20:01.472606;249461535;673.5;10.1;25;10
2024-11-11 10:20:01.522268;249502003;882.6;12.6;39;14
2024-11-11 10:20:01.572479;249557123;1138.8;17.6;74;21
2024-11-11 10:20:01.622613;249622271;1446.5;19.9;90;29
2024-11-11 10:20:01.672364;249705234;1462.8;19.9;89;39
2024-11-11 10:20:01.722920;249780154;1292.0;19.9;73;40
2024-11-11 10:20:01.772815;249846224;844.1;19.4;41;40
2024-11-11 10:20:01.822233;249881232;275.5;19.6;10;32
2024-11-11 10:20:01.872231;249889134;-74.9;31.1;-28;30
2024-11-11 10:20:01.922287;249870223;-817.3;32.7;-84;36
2024-11-11 10:20:01.972231;249818288;-1145.4;38.4;-114;40
2024-11-11 10:20:02.022252;249758052;-1138.6;40.0;-118;40
2024-11-11 10:20:02.072222;249693114;-1149.6;38.4;-113;38
2024-11-11 10:20:02.122221;249633879;-1015.3;32.5;-89;30
2024-11-11 10:20:02.172267;249573363;-1112.2;25.4;-74;23
2024-11-11 10:20:02.222281;249514809;-979.5;18.1;-39;16
2024-11-11 10:20:02.272205;249466640;-366.5;12.8;-2;10
2024-11-11 10:20:02.322203;249457473;27.4;9.9;3;10
2024-11-11 10:20:02.372215;249462528;346.6;10.1;16;10
2024-11-11 10:20:02.422193;249487339;679.9;11.2;29;12
2024-11-11 10:20:02.472218;249530553;889.7;15.9;51;18
2024-11-11 10:20:02.522256;249583680;1263.5;19.4;79;24
2024-11-11 10:20:02.572328;249657024;1333.2;19.9;82;33
2024-11-11 10:20:02.622214;249725569;1218.3;19.6;72;40
2024-11-11 10:20:02.672222;249790620;924.0;19.6;51;40
2024-11-11 10:20:02.722227;249831956;539.2;19.6;31;40
2024-11-11 10:20:02.772228;249858722;322.7;19.6;19;39
2024-11-11 10:20:02.822247;249872769;196.0;20.1;12;35
2024-11-11 10:20:02.872280;249881829;109.1;19.4;7;32
2024-11-11 10:20:02.922186;249885096;4.1;20.7;6;31
2024-11-11 10:20:02.972238;249885506;9.5;21.4;5;31
2024-11-11 10:20:03.022234;249885923;20.5;19.9;5;31
2024-11-11 10:20:03.072225;249887173;22.2;19.4;6;31
2024-11-11 10:20:03.122235;249888765;38.9;19.6;6;30
2024-11-11 10:20:03.172330;249890643;24.2;19.6;6;30
2024-11-11 10:20:03.222602;249892024;30.3;19.6;7;29
2024-11-11 10:20:03.272242;249894248;65.8;19.6;8;28
2024-11-11 10:20:03.322675;249897557;69.4;19.6;10;27
2024-11-11 10:20:03.372241;249902315;89.5;19.4;10;26
2024-11-11 10:20:03.422797;249907847;135.3;19.2;12;24
2024-11-11 10:20:03.472361;249915950;-129.6;0.0;0;22
